"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"EDQ.USER4","","","","D","","8","","","","","","","","","","","","","","42","","8R","0","","","EMPBKUP.DTL.QTLY","","","1996-12-17","SAQ","","","2020-06-01T17:08:14.770Z"
"EDQ.USER5","","","","D","","8","","","","","","","","","","","","","","43","","8R","0","","","EMPBKUP.DTL.QTLY","","","1996-12-17","SAQ","","","2020-06-01T17:08:14.786Z"
"EDQ.USER6","","","","D","","8","","","","","","","","","","","","","","44","","8R","0","","","EMPBKUP.DTL.QTLY","","","1996-12-17","SAQ","","","2020-06-01T17:08:14.786Z"
"EDQ.USER7","","","","D","","8","","","","","","","","","","","","","","45","","8R","0","","","EMPBKUP.DTL.QTLY","","","1996-12-17","SAQ","","","2020-06-01T17:08:14.786Z"
"EDQ.USER8","","","","D","","8","","","","","","","","","","","","","","46","","8R","0","","","EMPBKUP.DTL.QTLY","","","1996-12-17","SAQ","","","2020-06-01T17:08:14.802Z"
"EDQ.USER9","","","","D","","8","","","","","","","","","","","","","","47","","8R","0","","","EMPBKUP.DTL.QTLY","","","1996-12-17","SAQ","","","2020-06-01T17:08:14.817Z"
"EDQ.YEAR","","","","K","","4","Year","1999","N","","","","","","","","","","","0","","4R","4","The calendar year to which this EMPBKUP.DTL record, belongs.","Year","EMPBKUP.DTL.QTLY","","","1999-12-14","SSS","","","2020-06-01T17:08:12.927Z"
"EDQ.YTD.CAN.EARN.AMTS","","","N","A","","13","YTD Canadian Gross Earn","500.00","","","Y","2","N","N","","EDQ.TAXES","D","","","20","MD2,-","13R","13","This is the YTD gross Canadian earnings amount for CINC, tax types","YTD Canadian Gross Earn","EMPBKUP.DTL.QTLY","","","1996-11-11","DWC","","","2020-06-01T17:08:12.927Z"
"EDQ.YTD.DAYS.WORKED","","","N","A","","3","YTD Days Worked","120","","","N","0","N","N","","EDQ.TAXES","D","","","19","MD0","3R","3","This is the YTD total of days worked associated with this, tax","YTD Days Worked","EMPBKUP.DTL.QTLY","","","1996-11-11","DWC","","","2020-06-01T17:08:17.380Z"
"EDQ.YTD.WEEKS.WORKED","","","N","A","","3","YTD Weeks Worked","26","N","","N","0","N","N","","EDQ.TAXES","D","","","18","MD0","3R","3","This is the YTD total weeks worked related to this tax","YTD Weeks Worked","EMPBKUP.DTL.QTLY","","","1996-11-11","DWC","","","2020-06-01T17:08:16.552Z"
"EDTL.ACCTNG.AREA.CODE","","","","D","N","3","Area Code","608","N","","","","","","","","","","","17","","3L","3","To record the telephone area code of the accounting, contact for T4 processing","Area Code","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:16.724Z"
"EDTL.ACCTNG.EXTENSION","","","","D","N","5","","12345","N","","","","","","","","","","","38","","5R","0","Stores the accounting contact extension number.","","EMPLYR.DTL","N","","1998-12-18","DLE","","","2020-06-01T17:08:17.583Z"
"EDTL.ACCTNG.NAME","","","","D","N","22","Accounting Contact","Marlin Perkins","N","","","","","","","","","","","16","","22L","22","To record the name of the accounting contact for T4, processing","Accounting Contact","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:12.474Z"
"EDTL.ACCTNG.PHONE","","","","D","N","8","Accounting Telephone","555-1212","N","","","","","","","","","","","18","","8L","8","To record the telephone number of the accounting contact, for T4 processing","Accounting Telephone","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:17.145Z"
"EDTL.DESCRIPTION","","","","D","N","30","Description","Datatel University Canada - Account 1","N","","","","","","","","","","","1","","30L","30","To associate a description with this account","Description","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:13.192Z"
"EDTL.DFLT.LOADED","","","","D","N","3","Info Loaded","N","N","","","","","","","","","","","19","","3L","0","Contains a Y when the default info ahs been loaded from, the T4.HOST and the PAYMSTR file.  This information is, intended to be loaded only one time.  This flag is set to, N when this EMPLYR.DTL record is first created.","","EMPLYR.DTL","N","","1996-10-29","SAQ","","","2020-06-01T17:08:16.989Z"
"EDTL.LANGUAGE","","","","D","N","7","Preferred Language","English","N","","","","","","","","","","","15","","7L","7","To record the preferred official language for T4, processing","Preferred Language","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:16.942Z"
"EDTL.OVRRIDE.AP.FLAG","","","","D","N","3","Override AP Flag","Yes","N","","","","","","","","","","","2","","3L","3","To determine if this employer transmitter info should, be used instead of the transmitter information in AP","Override AP Flag","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:12.442Z"
"EDTL.OVRRIDE.AUTH.AREA.CODE","","","","D","N","3","Area Code","","N","","","","","","","","","","","22","","3L","0","Included with authorized signature on a form","Area Code","EMPLYR.DTL","N","","1996-10-29","SAQ","","","2020-06-01T17:08:12.770Z"
"EDTL.OVRRIDE.AUTH.EXTENSION","","","","D","N","5","","12345","N","","","","","","","","","","","39","","5R","0","Extension of the authorized signiture","","EMPLYR.DTL","N","","1998-12-18","DLE","","","2020-06-01T17:08:13.614Z"
"EDTL.OVRRIDE.AUTH.NAME","","","","D","N","22","Authorized Name","","N","","","","","","","","","","","21","","22L","0","","Authorized Name","EMPLYR.DTL","N","","1996-10-29","SAQ","","","2020-06-01T17:08:17.020Z"
"EDTL.OVRRIDE.AUTH.PHONE","","","","D","N","8","Telephone","","N","","","","","","","","","","","23","","8L","0","","Telephone","EMPLYR.DTL","N","","1996-10-29","SAQ","","","2020-06-01T17:08:12.364Z"
"EDTL.OVRRIDE.TECH.AREA.CODE","","","","D","N","3","Area Code","608","N","","","","","","","","","","","13","","3L","3","To record the area code portion of the technical, contact's telephone number","Area Code","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:12.849Z"
"EDTL.OVRRIDE.TECH.EXTENSION","","","","D","N","5","","12345","N","","","","","","","","","","","40","","5R","0","Extension associated with the technical contact","","EMPLYR.DTL","N","","1998-12-18","DLE","","","2020-06-01T17:08:13.724Z"
"EDTL.OVRRIDE.TECH.NAME","","","","D","N","22","Technical Contact","Mamie Rodgers","N","","","","","","","","","","","12","","22L","22","To record the technical contact name","Technical Contact","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:11.817Z"
"EDTL.OVRRIDE.TECH.PHONE","","","","D","N","8","Phone Number","555-1212","N","","","","","","","","","","","14","","8L","8","To record the phone number for the technical contact","Phone Number","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:16.770Z"
"EDTL.OVRRIDE.TRANS.ADDR1","","","","D","N","30","Transmitter Address Line 1","4375 Fair Lakes Court","N","","","","","","","","","","","6","","30L","30","To record the transmitter address line 1","Transmitter Address Line 2","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:15.458Z"
"EDTL.OVRRIDE.TRANS.ADDR2","","","","D","N","30","Address Line 2","Suite 300","N","","","","","","","","","","","7","","30L","30","To record the transmitter address line 2","Address Line 2","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:15.458Z"
"EDTL.OVRRIDE.TRANS.CITY","","","","D","N","28","Transmitter City","Fairfax","N","","","","","","","","","","","8","","28L","28","To record the city associated with the transmitter","Transmitter City","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:16.755Z"
"EDTL.OVRRIDE.TRANS.COUNTRY","","","","D","N","25","Country","Canada","N","COUNTRIES.ID","","","","","","","","","","10","","25L","25","To record the country associated with this transmitter","Country","EMPLYR.DTL","N","COUNTRIES","1995-08-31","DWC","","","2020-06-01T17:08:13.224Z"
"EDTL.OVRRIDE.TRANS.NAME","","","","D","N","30","Transmitter Name","Datatel University Canada","N","","","","","","","","","","","4","","30L","30","To record the transmitter name associated with this, employer id","Transmitter Name","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:16.770Z"
"EDTL.OVRRIDE.TRANS.NAME.2","","","","D","N","30","Transmitter Name Line 2","Name Line 2","N","","","","","","","","","","","5","","30L","30","To allow for a second line of the transmitter name","Transmitter Name Line 2","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:17.677Z"
"EDTL.OVRRIDE.TRANS.NAME.3","","","","D","N","30","Other Name","","N","","","","","","","","","","","20","","30L","0","Often used to contain ""care of"" or ""attention of"" info., It is used on the T4 summary form.","Other Name","EMPLYR.DTL","N","","1996-10-29","SAQ","","","2020-06-01T17:08:17.677Z"
"EDTL.OVRRIDE.TRANS.NBR","","","","D","N","8","Transmitter","1455","N","","","","","","","","","","","3","","8L","8","To record the transmitter number assigned by Revenue, Canada","Transmitter","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:16.505Z"
"EDTL.OVRRIDE.TRANS.POSTAL","","","","D","N","10","Postal Code","11111111","N","","","","","","","","","","","11","","10L","10","To record the postal code associated with this, transmitter","Postal Code","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:15.395Z"
"EDTL.OVRRIDE.TRANS.PROV","","","","X","N","2","Province","Alberta","N","","","","","","","","","","STATES.ID","9","","2L","2","To record the province associated with this transmitter","Province","EMPLYR.DTL","N","","1995-08-31","DWC","","","2020-06-01T17:08:12.552Z"
"EDTL.USER1","","","","D","N","8","","","N","","","","","","","","","","","28","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.661Z"
"EDTL.USER10","","","","D","N","8","","","N","","","","","","","","","","","37","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:13.395Z"
"EDTL.USER2","","","","D","N","8","","","N","","","","","","","","","","","29","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.661Z"
"EDTL.USER3","","","","D","N","8","","","N","","","","","","","","","","","30","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.661Z"
"EDTL.USER4","","","","D","N","8","","","N","","","","","","","","","","","31","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.677Z"
"EDTL.USER5","","","","D","N","8","","","N","","","","","","","","","","","32","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.692Z"
"EDTL.USER6","","","","D","N","8","","","N","","","","","","","","","","","33","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.692Z"
"EDTL.USER7","","","","D","N","8","","","N","","","","","","","","","","","34","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.692Z"
"EDTL.USER8","","","","D","N","8","","","N","","","","","","","","","","","35","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.708Z"
"EDTL.USER9","","","","D","N","8","","","N","","","","","","","","","","","36","","8R","0","","","EMPLYR.DTL","N","","1996-12-17","SAQ","","","2020-06-01T17:08:11.708Z"
"EEO.CATEGORY.ADD.DATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","5","D2/","8R","0","MIO add date stamp","Add Date","EEO.CATEGORY","N","","1992-07-17","ERJ","","","2020-06-01T17:08:12.724Z"
"EEO.CATEGORY.ADD.OPERATOR","","","","D","N","6","","","N","","","","","","","","","","","4","","6L","15","MIO add operator stamp","","EEO.CATEGORY","N","","1992-07-17","ERJ","","","2020-06-01T17:08:17.114Z"
"EEO.CATEGORY.CHANGE.DATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","7","D2/","8R","0","MIO change date stamp","Change Date","EEO.CATEGORY","N","","1992-07-17","ERJ","","","2020-06-01T17:08:16.833Z"
"EEO.CATEGORY.CHANGE.OPERATOR","","","","D","N","10","","","N","","","","","","","","","","","6","","10L","15","MIO CHANGE INFO","","EEO.CATEGORY","N","","1992-08-11","DBG","","","2020-06-01T17:08:16.333Z"
"EEO.CATEGORY.ID","","","","K","N","4","EEO Category LookUp","2A1","N","","","","","","","","","","","0","","4L","4","Key to the EEO.CATEGORY file.","EEO Category ID","EEO.CATEGORY","N","","1992-07-15","ERJ","","","2020-06-01T17:08:16.708Z"
"EEO.CATEGORY.SHCT.LOOKUP","","","","","","0","","","","","","","","","","","","","","0","","","0","","","","","","1993-12-01","LCH","","","2020-06-01T17:08:15.739Z"
"EEO.CONTRACT.LEN","","","","D","N","5","Contract Length","LONG","N","","","","","","","","","","","10","","5L","5","The contract length code allows you to group all the full time, faculty EEO categories into groups by length of contract., Historically, this was needed for summarizing the data on the Fall Staff Survey , and the Faculty Salary Survey IPEDS reports. ,  , Only enter a contract length on those EEO Categories with, a report class that begins with FTF.","Contract Length","EEO.CATEGORY","N","$VR.CONTRACT.LENGTHS","2002-11-20","CRS","","","2020-06-01T17:08:17.333Z"
"EEO.DESC","","","","D","N","40","Description","11-12 Month Contract Salaries","N","","","","","","","","","","","1","","40L","0","Equal Employment Opportunity report category description., Historically, this corresponded to an item in the IPEDS-S report, which was , required of, higher education institutions by the US Federal govt.","EEO Category Desc","EEO.CATEGORY","N","","1992-07-15","ERJ","","","2020-06-01T17:08:11.833Z"
"EEO.DESC.LKUP","string xResult1; , xResult1 = SDescConvert(vEeoDesc);, return xResult1;","","","I","N","30","","","N","","","","","","","","","","","0","","30L","30","Used in Lookup","LookUp Description","EEO.CATEGORY","N","","2003-03-27","KMF","","","2020-06-01T17:08:14.645Z"
"EEO.GRAD.ASSIST","","","","D","N","1","Graduate Assistant","N","N","","","","","","","","","","","11","","1L","1","Historically, this flag was used by the IPED reports to determine which EEO , categories indicated graduate assistants; it was pertinent only to EEO , catgories with a report class that was part time.","Graduate Assistant","EEO.CATEGORY","N","","2002-11-20","CRS","","","2020-06-01T17:08:12.583Z"
"EEO.LOWER.SALARY","","","N","A","N","8","Lower Salary","0","N","","Y","0","N","N","","EEO.INTERVALS","K","","","2","MD0,","8R","8","Beginning amount for this salary range.","Lower","EEO.CATEGORY","N","","1992-07-15","ERJ","","","2020-06-01T17:08:12.364Z"
"EEO.RPT.CLASS","","","","D","N","4","Report Class","FTF  Full-time, Faculty","N","","","","","","","","","","","8","","4L","4","Used in the EEO report process to sort the EEO categories, so that the Full-time and part-time people appear in, the proper spots, along with the faculty and non-, faculty. This avoids having the user enter a list, of codes (status, position, etc.) that define how they, have set up thier code files.","EEO Report Class","EEO.CATEGORY","N","$VR.EEO.RPT.CLASSES","1992-10-08","PEC","","","2020-06-01T17:08:16.005Z"
"EEO.RPT.CLASS.DESC.CC","string xResult;, xResult = SValcodeDesc(""HR"",vEeoRptClass,""EEO.RPT.CLASSES"");, return xResult;","","","I","N","10","","","N","","","","","","","","","","","0","","10L","0","retrieve the description for the EEO.RPT.CLASS code","","EEO.CATEGORY","N","","2010-03-16","JLM","","","2020-06-01T17:08:12.661Z"
"EEO.RPT.GROUP","string xResult1; , xResult1 = (vEeoRptClass).Substring(1, 3);, return (string)xResult1;","","","I","N","3","","","N","","","","","","","","","","","0","","3L","0","Used to group the EEO categories by the major, report classes of FTF, FTN, PTF, PTN for IPEDS reporting","Report Group","EEO.CATEGORY","N","","2002-12-10","CRS","","","2020-06-01T17:08:17.364Z"
"EEO.RPT.HEADING","","","","L","N","25","Report Heading","9-10 Month","N","","","","","","","","","","","9","","25L","0","Stores the multi-valued report heading that will be used, in conjunction with the break titles. This field is, needed due to space limitations in the report layout. The, column for this heading is limited to 25 characters,, therefore the EEO.DESC field will not work. Instead of, writing a routine to break-up the EEO.DESC field, appropriately, the user can enter the report heading as, desired.","EEO Report Heading","EEO.CATEGORY","N","","1992-10-20","PEC","","","2020-06-01T17:08:14.161Z"
"EEO.UPPER.SALARY","","","N","A","N","8","Upper Salary","20000","N","","Y","0","N","N","","EEO.INTERVALS","D","","","3","MD0,","8R","8","Holds the ending amount of the salary interval to be, reported on the EEO-6 form.","Upper","EEO.CATEGORY","N","","1992-07-15","ERJ","","","2020-06-01T17:08:12.177Z"
"EFY.BD.CODES","","","","A","","4","Benefit Codes","GRLF","","","","","","","","EFY.BENDED","K","","","31","","4L","4","Association controller for the benefit codes assigned to, the employee.","Benefit, Codes","EMPFYEAR","","","","","","","2020-06-01T17:08:17.802Z"
"EFY.BD.EMPLYE.AMTS","","","N","A","","11","Employee Benefit Amount","335.00","","","Y","2","N","N","","EFY.BENDED","D","","","34","MD2,-","11R","11","Year-to-Date employee benefit contribution amount.","EE Ben, Amount","EMPFYEAR","","","","","","","2020-06-01T17:08:15.177Z"
"EFY.BD.EMPLYE.BASE.AMTS","","","N","A","","11","Employee Benefit Base Amount","105.00","","","Y","2","N","N","","EFY.BENDED","D","","","32","MD2,-","11R","11","Year-to-Date base earnings amounts used for benefit, calculation.","EE Benefit, Base Amt","EMPFYEAR","","","","","","","2020-06-01T17:08:12.114Z"
"EFY.BD.EMPLYR.AMTS","","","N","A","","11","Employer Benefit Amount","275.00","","","Y","2","N","N","","EFY.BENDED","D","","","35","MD2,-","11R","11","Year-to-Date employer benefit contribution amount.","ER Ben, Amount","EMPFYEAR","","","","","","","2020-06-01T17:08:12.708Z"
"EFY.BD.EMPLYR.BASE.AMTS","","","N","A","","11","Employer Benefit Base Amount","324545","","","Y","2","N","N","","EFY.BENDED","D","","","33","MD2,-","11R","11","Employer's YTD base benefit/deduction amount.","ER Benefit, Base Amt","EMPFYEAR","","","","","","","2020-06-01T17:08:15.380Z"
"EFY.CWS.FA.ITEMS","","","","L","","15","College Work-Study FA item","DEP","","","","","","","","","","","","37","","15L","15","List of FA.ITEMS keys used for setting Financial Aid, earning limits and reporting earnings back to Financial, Aid. Work-Study FA items have a destination code of 3.","College Work-Study, FA Item","EMPFYEAR","","","","","","","2020-06-01T17:08:15.989Z"
"EFY.EARN.AMTS","","","N","A","","11","Earnings Amounts","2,400.00","","","Y","2","N","N","","EFY.EARNCAT","D","","","2","MD2,-","11R","11","Year-to-Date Earnings by earning category.","Earnings, Amounts","EMPFYEAR","","","","","","","2020-06-01T17:08:13.114Z"
"EFY.EARN.HOURS","","","N","A","","7","Earnings Hours","240.00","","","N","2","N","N","","EFY.EARNCAT","K","","","1","MD2-","7R","7","Year-to-Date Hours summarized by earning category.","Earnings, Hours","EMPFYEAR","","","","","","","2020-06-01T17:08:16.817Z"
"EFY.EMPLYE.ID","","","","K","","7","Employee ID","0001404","","","","","","","","","","","","0","","7R","7","To identify the employee","EMPLOYEE, ID","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:14.333Z"
"EFY.ET.AMTS","","","N","A","","11","Earnings Type Amount","2,400.00","","","Y","2","N","N","","EFY.EARNET","D","","","6","MD2,-","11R","11","Year-to-Date Earnings by earning types.","ET, Amount","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:13.130Z"
"EFY.ET.CATEGORY","","","","A","","1","Earning Type Category","O","","","","","","","","EFY.EARNET","D","","","4","","1L","1","to store the historical category associated with the, Earning Type","Type, Cat","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:13.755Z"
"EFY.ET.CODES","","","","A","","4","Earnings Code","RG","","","","","","","","EFY.EARNET","K","","","3","","4L","4","List of EARNING.TYPES codes used by the employee for the, year.","Earn, Code","EMPFYEAR","","","","","","","2020-06-01T17:08:16.036Z"
"EFY.ET.HOURS","","","N","A","","8","Earnings Type Hours","240.00","","","N","2","N","N","","EFY.EARNET","D","","","5","MD2-","8R","8","Year-to-Date Hours by earning types.","ET, Hours","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:16.974Z"
"EFY.REG.FA.ITEMS","","","","L","","15","Reg FA Item","","","","","","","","","","","","","36","","15L","15","List of FA.ITEMS keys used for setting Financial Aid, earning limits and reporting earnings back to Financial, Aid. Regular FA items have a destination code of 5.","Reg FA Item","EMPFYEAR","","","","","","","2020-06-01T17:08:14.583Z"
"EFY.USER1","","","","D","","1","","","","","","","","","","","","","","39","","1L","1","User Field 1","User 1","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:16.099Z"
"EFY.USER10","","","","D","","1","","","","","","","","","","","","","","30","","1L","1","User Field 10","User 10","EMPFYEAR","","","","","","","2020-06-01T17:08:13.286Z"
"EFY.USER2","","","","D","","1","","","","","","","","","","","","","","38","","1L","1","User Field 2","User 2","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:16.099Z"
"EFY.USER3","","","","D","","1","","","","","","","","","","","","","","8","","1L","1","User Field 3","User 3","EMPFYEAR","","","","","","","2020-06-01T17:08:16.099Z"
"EFY.USER4","","","","D","","1","","","","","","","","","","","","","","9","","1L","1","User Field 4","User 4","EMPFYEAR","","","","","","","2020-06-01T17:08:16.114Z"
"EFY.USER5","","","","D","","1","","","","","","","","","","","","","","10","","1L","1","User Field 5","User 5","EMPFYEAR","","","","","","","2020-06-01T17:08:16.114Z"
"EFY.USER6","","","","D","","1","","","","","","","","","","","","","","40","","1L","1","User Field 6","User 6","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:16.114Z"
"EFY.USER7","","","","D","","1","","","","","","","","","","","","","","27","","1L","1","User Field 7","User 7","EMPFYEAR","","","","","","","2020-06-01T17:08:16.130Z"
"EFY.USER8","","","","D","","1","","","","","","","","","","","","","","28","","1L","1","User Field 8","User 8","EMPFYEAR","","","","","","","2020-06-01T17:08:16.130Z"
"EFY.USER9","","","","D","","1","","","","","","","","","","","","","","29","","1L","1","User Field 9","User 9","EMPFYEAR","","","","","","","2020-06-01T17:08:16.145Z"
"EFY.YEAR","","","","K","","4","Enter the Year","1991","N","","","","","","","","","","","0","","4R","4","To itentify the emplyees information by calendar year.","Cal, Year","EMPFYEAR","","","1993-01-29","RJH","","","2020-06-01T17:08:15.005Z"
"EJR.TEST","","","","","","0","","","","","","","","","","","","","","0","","","0","","","","","","1993-09-08","EJR","","","2020-06-01T17:08:16.645Z"
"EMA.TERM.BLOCK","","","","P","","76","[Employee Action Term Block]","","N","","","","","","","","","","","0","","76L","0","To display in the scrmentn header block information for Employee Actions, for terminations and ending additional appointments","","","","","2002-05-09","AJB","","","2020-06-01T17:08:13.020Z"
"EMD.BD.CODES","","","","A","","4","Ben Codes","BEN1","","","","","","","","EMD.BENDEDS","K","","","25","","4L","4","This is a list of the bended codes which are active for, this employee and employer account combination.","Ben Codes","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:15.083Z"
"EMD.BD.EMPLYE.YTD.AMTS","","","N","A","","11","FYR Employee Ben","50.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","26","MD2,-","11R","11","This is the FYR total amount paid by the employee for, this bended","FYR Employee Ben","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:15.849Z"
"EMD.BD.EMPLYE.YTD.BASE.AMTS","","","N","A","","11","FYR Ben Base Emplye","50.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","28","MD2,-","11R","11","This is the FYR total of base amounts on which the, employee contributions were calculated","FYR Ben Base Emplye","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:17.161Z"
"EMD.BD.EMPLYE.YTD.COSTS","","","N","A","","11","Emplye FYR Before GST","40.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","30","MD2,-","11R","11","This is the FYR cost of the bended to the employee before, any GST","Emplye FYR Before GST","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:14.239Z"
"EMD.BD.EMPLYE.YTD.GST.TAXS","","","N","A","","11","Emplye FYR GST","20.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","31","MD2,-","11R","11","This is the FYR total of the GST portion of the bended to, the employee","Emplye FYR GST","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:16.849Z"
"EMD.BD.EMPLYR.YTD.AMTS","","","N","A","","11","FYR Employer Ben","50.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","27","MD2,-","11R","11","This is the FYR total amount paid by the employer for this, bended","FYR Employer Ben","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:11.739Z"
"EMD.BD.EMPLYR.YTD.BASE.AMTS","","","N","A","","11","FYR Ben Base Emplyr","50.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","29","MD2,-","11R","11","This is the FYR base amount on which the employer's, contribution was based","FYR Ben Base Emplyr","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:14.958Z"
"EMD.BD.EMPLYR.YTD.COSTS","","","N","A","","11","Emplyr FYR Before GST","20.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","32","MD2,-","11R","11","This is the FYR total of the employer's portion of the, bended before GST","Emplyr FYR Before GST","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:17.474Z"
"EMD.BD.EMPLYR.YTD.GST.TAXS","","","N","A","","11","Emplyr FYR GST","20.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","33","MD2,-","11R","11","This is the FYR total of the GST portion of the bended, to the employer","Emplyr FYR GST","EMPLOYES.DTL","","","1996-11-11","SAQ","","","2020-06-01T17:08:12.849Z"
"EMD.BD.GST.COMP.YTD.AMTS","","","N","A","","11","GST component YTD","20.00","","","Y","2","N","N","","EMD.BENDEDS","D","","","34","MD2,-","11R","11","This is the year to date total of any GST component associ, this bended.","GST component YTD","EMPLOYES.DTL","","","1996-12-05","SAQ","","","2020-06-01T17:08:17.536Z"
"EMD.DEF.BD.BENDED.CODES","string xResult1; , xResult1 = SParseAssocField((vlEmdDefBdController).ToDelimitedString((253).Char()), ""*"", ""2"", ""1"");, return xResult1.ToArray((253).Char());","","","I","","4","","","","","","","","","","EMDDEFBD","I","","","0","","4L","0","To parse the bended codes out of the EMDDEFBD associatio, controller.","Deferred Bended code","EMPLOYES.DTL","","","1999-07-01","SSS","","","2020-06-01T17:08:16.161Z"
"EMD.DEF.BD.CONTROLLER","","","","A","","9","Deferred Benefits Controller","FWHM*401K","N","","","","","","","EMDDEFBD","K","","","49","","9L","9","To provide a unique controller for each tax deferred, benefit.","Deferred Benefits Controller","EMPLOYES.DTL","","","1999-06-30","SSS","","","2020-06-01T17:08:12.864Z"
"EMD.DEF.BD.EMPLYE.YTD","","","N","A","","11","Employee YTD Deferred","","N","","Y","2","N","N","","EMDDEFBD","D","","","50","MD2,-","11R","11","Employee benefit/deduction amount deferred from the       , tax code's taxable amount.","YTD Deferred","EMPLOYES.DTL","","","1999-06-30","SSS","","","2020-06-01T17:08:12.989Z"
"EMD.DEF.BD.EMPLYR.YTD","","","N","A","","11","Employer YTD Deferred","35000","N","","Y","2","N","N","","EMDDEFBD","D","","","51","MD2,-","11R","11","Employer benefit/deduction amount deferred from the    , associated tax code's taxable amount.","YTD Deferred","EMPLOYES.DTL","","","1999-06-30","SSS","","","2020-06-01T17:08:17.770Z"
