"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"BPHW.GL.NO","","","","D","","25","","","N","","","","","","","","","","","2","","25L","30","This GL account will be copied into BPOGL.GL.NO.","","BPO.GL.HISTORY.WORK","","","1997-12-09","TGL","","","2020-05-27T14:54:47.059Z"
"BPHW.USER1","","","","D","","10","","","N","","","","","","","","","","","5","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-15","TGL","","","2020-05-27T14:54:47.246Z"
"BPHW.USER10","","","","D","","10","","","N","","","","","","","","","","","14","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-17","TGL","","","2020-05-27T14:54:47.090Z"
"BPHW.USER2","","","","D","","10","","","N","","","","","","","","","","","6","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-15","TGL","","","2020-05-27T14:54:47.246Z"
"BPHW.USER3","","","","D","","10","","","N","","","","","","","","","","","7","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-15","TGL","","","2020-05-27T14:54:47.262Z"
"BPHW.USER4","","","","D","","10","","","N","","","","","","","","","","","8","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-17","TGL","","","2020-05-27T14:54:47.262Z"
"BPHW.USER5","","","","D","","10","","","N","","","","","","","","","","","9","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-17","TGL","","","2020-05-27T14:54:47.277Z"
"BPHW.USER6","","","","D","","10","","","N","","","","","","","","","","","10","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-17","TGL","","","2020-05-27T14:54:47.277Z"
"BPHW.USER7","","","","D","","10","","","N","","","","","","","","","","","11","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-17","TGL","","","2020-05-27T14:54:47.293Z"
"BPHW.USER8","","","","D","","10","","","N","","","","","","","","","","","12","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-17","TGL","","","2020-05-27T14:54:47.293Z"
"BPHW.USER9","","","","D","","10","","","N","","","","","","","","","","","13","","10L","10","","","BPO.GL.HISTORY.WORK","","","1997-12-17","TGL","","","2020-05-27T14:54:47.293Z"
"BPJ.FND.GRP","string xResult1; , xResult1 = (vBgtProjId).Substring(1, 1);, return xResult1;","","","I","","1","","","","","","","","","","","","","","0","","1L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.871Z"
"BPJ.FND.GRP.DESC","string xResult1; , key xKeyFdDescs for file FdDescs;, xKeyFdDescs = vBpjFndGrp; xResult1 = vFdDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.902Z"
"BPJ.FND.GRP.WITH.DESC","string xResult1; , key xKeyFdDescs for file FdDescs;, xKeyFdDescs = vBpjFndGrp; xResult1 = ((vBgtProjId).Substring(1, 1) : "" "" : vFdDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.152Z"
"BPJ.FUND","string xResult1; , xResult1 = (vBgtProjId).Substring(1, 2);, return xResult1;","","","I","","2","","","","","","","","","","","","","","0","","2L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.934Z"
"BPJ.FUND.DESC","string xResult1; , key xKeyFdDescs for file FdDescs;, xKeyFdDescs = vBpjFund; xResult1 = vFdDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.980Z"
"BPJ.FUND.WITH.DESC","string xResult1; , key xKeyFdDescs for file FdDescs;, xKeyFdDescs = vBpjFund; xResult1 = ((vBgtProjId).Substring(1, 2) : "" "" : vFdDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.418Z"
"BPJ.GL.2","string xResult1; , xResult1 = (vBgtProjId).Substring(11, 2);, return xResult1;","","","I","","2","","","","","","","","","","","","","","0","","2L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.715Z"
"BPJ.GL.2.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGl2; xResult1 = vObDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.277Z"
"BPJ.GL.2.WITH.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGl2; xResult1 = ((vBgtProjId).Substring(11, 2) : "" "" : vObDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:48.168Z"
"BPJ.GL.3","string xResult1; , xResult1 = (vBgtProjId).Substring(11, 3);, return xResult1;","","","I","","3","","","","","","","","","","","","","","0","","3L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.715Z"
"BPJ.GL.3.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGl3; xResult1 = vObDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.918Z"
"BPJ.GL.3.WITH.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGl3; xResult1 = ((vBgtProjId).Substring(11, 3) : "" "" : vObDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.324Z"
"BPJ.GL.4","string xResult1; , xResult1 = (vBgtProjId).Substring(11, 4);, return xResult1;","","","I","","4","","","","","","","","","","","","","","0","","4L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.730Z"
"BPJ.GL.4.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGl4; xResult1 = vObDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.465Z"
"BPJ.GL.4.WITH.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGl4; xResult1 = ((vBgtProjId).Substring(11, 4) : "" "" : vObDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.371Z"
"BPJ.GL.CLASS","string xResult1; , xResult1 = (vBgtProjId).Substring(11, 1);, return xResult1;","","","I","","1","","","","","","","","","","","","","","0","","1L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.762Z"
"BPJ.GL.CLASS.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGlClass; xResult1 = vObDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.371Z"
"BPJ.GL.CLASS.WITH.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjGlClass; xResult1 = ((vBgtProjId).Substring(11, 1) : "" "" : vObDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.262Z"
"BPJ.OBJECT","string xResult1; , xResult1 = (vBgtProjId).Substring(11, 6);, return xResult1;","","","I","","6","","","","","","","","","","","","","","0","","6L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.652Z"
"BPJ.OBJECT.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjObject; xResult1 = vObDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.793Z"
"BPJ.OBJECT.WITH.DESC","string xResult1; , key xKeyObDescs for file ObDescs;, xKeyObDescs = vBpjObject; xResult1 = ((vBgtProjId).Substring(11, 6) : "" "" : vObDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:48.246Z"
"BPJ.PURP.1","string xResult1; , xResult1 = (vBgtProjId).Substring(4, 1);, return xResult1;","","","I","","1","","","","","","","","","","","","","","0","","1L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.355Z"
"BPJ.PURP.1.DESC","string xResult1; , key xKeyFcDescs for file FcDescs;, xKeyFcDescs = vBpjPurp1; xResult1 = vFcDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.434Z"
"BPJ.PURP.1.WITH.DESC","string xResult1; , key xKeyFcDescs for file FcDescs;, xKeyFcDescs = vBpjPurp1; xResult1 = ((vBgtProjId).Substring(4, 1) : "" "" : vFcDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.605Z"
"BPJ.PURP.2","string xResult1; , xResult1 = (vBgtProjId).Substring(4, 2);, return xResult1;","","","I","","2","","","","","","","","","","","","","","0","","2L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.371Z"
"BPJ.PURP.2.DESC","string xResult1; , key xKeyFcDescs for file FcDescs;, xKeyFcDescs = vBpjPurp2; xResult1 = vFcDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.074Z"
"BPJ.PURP.2.WITH.DESC","string xResult1; , key xKeyFcDescs for file FcDescs;, xKeyFcDescs = vBpjPurp2; xResult1 = ((vBgtProjId).Substring(4, 2) : "" "" : vFcDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.652Z"
"BPJ.PURPOSE","string xResult1; , xResult1 = (vBgtProjId).Substring(4, 3);, return xResult1;","","","I","","3","","","","","","","","","","","","","","0","","3L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.496Z"
"BPJ.PURPOSE.DESC","string xResult1; , key xKeyFcDescs for file FcDescs;, xKeyFcDescs = vBpjPurpose; xResult1 = vFcDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.512Z"
"BPJ.PURPOSE.WITH.DESC","string xResult1; , key xKeyFcDescs for file FcDescs;, xKeyFcDescs = vBpjPurpose; xResult1 = ((vBgtProjId).Substring(4, 3) : "" "" : vFcDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.699Z"
"BPJ.UNIT","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 5);, return xResult1;","","","I","","5","","","","","","","","","","","","","","0","","5L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.824Z"
"BPJ.UNIT.1","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 1);, return xResult1;","","","I","","1","","","","","","","","","","","","","","0","","1L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.949Z"
"BPJ.UNIT.1.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit1; xResult1 = vUnDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:48.090Z"
"BPJ.UNIT.1.WITH.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit1; xResult1 = ((vBgtProjId).Substring(18, 1) : "" "" : vUnDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.340Z"
"BPJ.UNIT.2","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 2);, return xResult1;","","","I","","2","","","","","","","","","","","","","","0","","2L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.949Z"
"BPJ.UNIT.2.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit2; xResult1 = vUnDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.730Z"
"BPJ.UNIT.2.WITH.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit2; xResult1 = ((vBgtProjId).Substring(18, 2) : "" "" : vUnDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.465Z"
"BPJ.UNIT.3","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 3);, return xResult1;","","","I","","3","","","","","","","","","","","","","","0","","3L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.965Z"
"BPJ.UNIT.3.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit3; xResult1 = vUnDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:48.262Z"
"BPJ.UNIT.3.WITH.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit3; xResult1 = ((vBgtProjId).Substring(18, 3) : "" "" : vUnDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.543Z"
"BPJ.UNIT.4","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 4);, return xResult1;","","","I","","4","","","","","","","","","","","","","","0","","4L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.965Z"
"BPJ.UNIT.4.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit4; xResult1 = vUnDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.918Z"
"BPJ.UNIT.4.WITH.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit4; xResult1 = ((vBgtProjId).Substring(18, 4) : "" "" : vUnDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.605Z"
"BPJ.UNIT.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit; xResult1 = vUnDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.496Z"
"BPJ.UNIT.WITH.DESC","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit; xResult1 = ((vBgtProjId).Substring(18, 5) : "" "" : vUnDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:48.215Z"
"BPJ.VOE","string xResult1; , xResult1 = (vBgtProjId).Substring(8, 2);, return xResult1;","","","I","","2","","","","","","","","","","","","","","0","","2L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.355Z"
"BPJ.VOE.1","string xResult1; , xResult1 = (vBgtProjId).Substring(8, 1);, return xResult1;","","","I","","1","","","","","","","","","","","","","","0","","1L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.434Z"
"BPJ.VOE.1.DESC","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe1; xResult1 = vSoDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:45.527Z"
"BPJ.VOE.1.WITH.DESC","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe1; xResult1 = ((vBgtProjId).Substring(8, 1) : "" "" : vSoDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.730Z"
"BPJ.VOE.DESC","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe; xResult1 = vSoDescription;, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:46.012Z"
"BPJ.VOE.WITH.DESC","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe; xResult1 = ((vBgtProjId).Substring(8, 2) : "" "" : vSoDescription);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","","","BGT.PROJ","","","2007-10-11","DATATEL","2007-10-11","DATATEL","2020-05-27T14:54:47.855Z"
"BPO.ADD.DATE","","","D","D","N","8","Add Date","","N","","N","2","/","","","","","","","37","D2/","8R","0","Kept but not used by the system.","","BPO","N","","1993-08-03","SMG","","","2020-05-27T14:54:46.168Z"
"BPO.ADD.OPERATOR","","","","D","N","10","Add Oper","","N","","","","","","","","","","","38","","10L","15","Kept but not used by the system.","","BPO","N","","1993-08-03","SMG","","","2020-05-27T14:54:45.965Z"
"BPO.ADDTIME","","","T","D","N","5","","","N","","N","1",":","","","","","","","83","MTH","5R","5","This data is not currently used by the system.","","BPO","N","","2005-01-24","GTT","","","2020-05-27T14:54:47.465Z"
"BPO.ALT.FLAG","","","","D","N","8","(Manual)","","N","","","","","","","","","","","61","","8L","0","If vendor name or address has been overridden and is, therefore different from what is in CORE, this flag is, set to Y. If the name and address are unchanged, the flag, is N.  This flag is used for querying to find discrepancies, in data.","","BPO","N","","1993-09-14","SMG","","","2020-05-27T14:54:47.355Z"
"BPO.ALT.SHIP.ADDRESS","","","","L","N","30","Shipping Address","100 Park Avenue","N","","","","","","","","","","","63","","30L","0","Prints on p.o.","","BPO","N","","1992-07-20","CURT","","","2020-05-27T14:54:46.684Z"
"BPO.ALT.SHIP.CITY","","","","D","N","25","[CSZ]","Walla Walla","N","","","","","","","","","","","64","","25L","0","Prints on p.o.","","BPO","N","","1992-07-20","CURT","","","2020-05-27T14:54:45.590Z"
"BPO.ALT.SHIP.EXT","","","","D","N","4","Ext","","N","","","","","","","","","","","75","","4L","0","Alternate Ship To Phone Extension","","BPO","N","","1993-12-23","LAR","","","2020-05-27T14:54:46.871Z"
"BPO.ALT.SHIP.NAME","","","","D","N","30","Shipping Name","Larry Ehmer","N","","","","","","","","","","","62","","30L","0","Prints on p.o.","","BPO","N","","1992-07-20","CURT","","","2020-05-27T14:54:46.043Z"
"BPO.ALT.SHIP.PHONE","","","","D","N","20","Shipping Phone","","N","","","","","","","","","","","74","","20L","0","Alternate Ship To Phone","","BPO","N","","1993-12-23","LAR","","","2020-05-27T14:54:46.652Z"
"BPO.ALT.SHIP.STATE","","","","D","N","2","[State]","WA","N","","","","","","","","","","","65","","2L","0","Prints on p.o.","","BPO","N","","1992-07-20","CURT","","","2020-05-27T14:54:46.652Z"
"BPO.ALT.SHIP.ZIP","","","","D","N","10","[ZIP]","99888","N","","","","","","","","","","","66","","10L","0","Prints on p.o.","","BPO","N","","1992-07-20","CURT","","","2020-05-27T14:54:45.371Z"
"BPO.AP.TYPE","","","","X","N","25","AP Type","","N","","","","","","","","","","AP.TYPES.ID","1","","25L","0","This is used to get the AP control account when building, the voucher from the purchase order.","AP Type, TYPE","BPO","N","","1989-04-10","SKIP","","","2020-05-27T14:54:45.559Z"
"BPO.APPROVAL.LEVELS","","","","A","N","3","","","N","","","","","","","BPO.APPR","D","","","77","","3L","0","Associated level at which the next approval must occur","","BPO","N","","1997-05-01","JLM","","","2020-05-27T14:54:46.652Z"
"BPO.AUTHORIZATION.DATES","","","D","A","N","8","Dates","","N","","N","2","/","","","BPO.AUTH","D","","","32","D2/","8R","0","Displayed but not otherwise used by the system.","","BPO","N","","1993-08-21","SMG","","","2020-05-27T14:54:45.605Z"
"BPO.AUTHORIZATION.LEVELS","","","","A","N","3","","","N","","","","","","","BPO.AUTH","D","","","78","","3L","0","Associated level at which the document was approved","","BPO","N","","1997-05-01","JLM","","","2020-05-27T14:54:46.996Z"
"BPO.AUTHORIZATIONS","","","","A","N","20","Approvals","","N","","","","","","","BPO.AUTH","K","","","19","","20L","0","Used to see if the blanket PO is approved.","Approvals","BPO","N","","1989-04-10","SKIP","","","2020-05-27T14:54:47.121Z"
"BPO.BALANCE","","","N","P","","15","Diff","","N","","Y","2","N","N","","","","","","0","MD2,-","15R","0","Not kept on any file since it is just the difference, between two existing fields.","","","","","1993-09-08","SMG","","","2020-05-27T14:54:47.355Z"
"BPO.BUYER","","","","D","N","20","Buyer","","N","","","","","","","","","","","55","","20L","0","Used for reporting purposes.  The lookup is PERSON, but, but the display is the buyer name (similar to approvals).","BPO_Buyer","BPO","N","","1993-09-13","SMG","","","2020-05-27T14:54:46.699Z"
"BPO.BUYER.NAME","string xResult1; , xResult1 = SIdescName(vBpoBuyer);, return xResult1;","","","I","N","33","","","N","","","","","","","","","","","0","","33L","0","Display buyer name","Buyer Name","BPO","N","","1994-02-25","ERJ","","","2020-05-27T14:54:47.199Z"
"BPO.CHANGE.DATE","","","D","D","N","8","Change Date","","N","","N","2","/","","","","","","","39","D2/","8R","0","Kept but not used by the system.","","BPO","N","","1993-08-03","SMG","","","2020-05-27T14:54:46.590Z"
"BPO.CHANGE.OPERATOR","","","","D","N","10","Change Oper","","N","","","","","","","","","","","40","","10L","15","Kept but not used by the system.","","BPO","N","","1993-08-03","SMG","","","2020-05-27T14:54:46.199Z"
"BPO.CHGTIME","","","T","D","N","5","","","N","","N","1",":","","","","","","","84","MTH","5R","5","This data is used by processes on APRN that determine, whether a document pending approval has been changed.","","BPO","N","","2005-01-24","GTT","","","2020-05-27T14:54:46.465Z"
"BPO.COMMENTS","","","","C","N","50","Comments","","N","","","","","","","","","","","35","","50L","80","Can be used for notes associated with the p.o.  These, do not print on the purchase order form.","","BPO","N","","1993-09-06","SMG","","","2020-05-27T14:54:45.559Z"
"BPO.COMMODITY.CODES","string[] xlResult1; , key xlKeyItems for file Items;, xlKeyItems = vlBpoItemsId; xlResult1 = vlItmCommodityCode;, return xlResult1;","","","I","N","15","","","N","","","","","","","","","","","0","","15L","0","This field allows for LookUp by commodity codes from, the BPO file, since commodity codes are, actually stored on the ITEMS file.","Commodities","BPO","N","","1994-03-07","SMG","","","2020-05-27T14:54:47.715Z"
"BPO.CONTRACT.DATE","","","D","D","N","8","Contract Date","9266","N","","N","2","/","","","","","","","69","D2/","8R","0","Displayed on printed BPOs if option to print contract, date is selected.","","BPO","N","","1993-10-29","SMG","","","2020-05-27T14:54:47.980Z"
"BPO.CURRENCY.CODE","","","","X","N","3","Currency","","N","","","","","","","","","","CURRENCY.CONV.ID","48","","3L","0","Key to CURRENCY.CONV file. Used to do currency conversion., Defaults from vendor currency code.","","BPO","N","","1993-09-06","SMG","","","2020-05-27T14:54:46.668Z"
"BPO.CURRENT.STATUS","string xResult1; , xResult1 = ((vlBpoStatus).ToDelimitedString((253).Char())).Substring(1, 1, (253).Char());, return xResult1;","","","I","N","1","","","N","","","","","","","","","","","0","","1L","0","Most recent BPO Status","Status","BPO","N","","1993-11-03","LAR","","","2020-05-27T14:54:47.762Z"
"BPO.DATE","","","D","D","N","8","PO Date","9500","N","","N","2","/","","","","","","","18","D2/","8R","0","This is used as the posting date to general ledger on, approved purchase order creation.","","BPO","N","","1989-04-11","SKIP","","","2020-05-27T14:54:45.777Z"
"BPO.DATES.IDX","","","","L","N","10","","","N","","","","","","","","","","","81","","10L","20","Stores the index values for the index association, BPO.DATES which stores the results of the subroutine, S.INDEX.BPO.DATES","","BPO","N","","1999-07-01","JLM","","","2020-05-27T14:54:46.293Z"
"BPO.DEFAULT.COMMODITY","","","","X","N","15","Commodity","","N","","","","","","","","","","COMMODITY.CODES.ID","70","","15L","0","Used to default the commodity code to the line items.  The, code can be overridden on the line items.","","BPO","N","","1993-11-02","SMG","","","2020-05-27T14:54:47.621Z"
"BPO.DESC","","","","T","N","25","Description","This is a sample description of the BPO","N","","","","","","","","","","","11","","25L","80","Overall description of the BPO.  If the voucher is, not pulling in any items, this description will, default as the line item description in voucher, maintenance.","","BPO","N","","1989-04-10","SKIP","","","2020-05-27T14:54:47.777Z"
"BPO.DOCUMENTS.IDX","","","","L","N","10","","","N","","","","","","","","","","","82","","10L","10","Stores the index values for the index association, BPO.DOCUMENTS which stores the results of the subroutine, S.INDEX.BPO.DOCS","","BPO","N","","1999-07-01","JLM","","","2020-05-27T14:54:46.262Z"
"BPO.ENC.WORK.ID","","","","K","","8","","B000987","","","","","","","","","","","","0","","8L","10","File Key","","BPO.ENC.WORK","","","1996-05-02","TGK","","","2020-05-27T14:54:45.449Z"
