"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"BPJ.UNIT.2","","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 2);, return xResult1;","","","","","I","","2","","","L","","","","","","","","","","","","","","","","0","SUBSTR(@ID,18,2)","","","","2L","","","","","","","","0","","BGT.PROJ.ID","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.2.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit2; xResult1 = vUnDescription;, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","TRANS(UN.DESCS,BPJ.UNIT.2,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BPJ.UNIT.2, UN.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.2.WITH.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit2; xResult1 = ((vBgtProjId).Substring(18, 2) : "" "" : vUnDescription);, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","@ID[18,2]:"" "":TRANS(UN.DESCS,BPJ.UNIT.2,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BGT.PROJ.ID, BPJ.UNIT.2, UN.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.3","","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 3);, return xResult1;","","","","","I","","3","","","L","","","","","","","","","","","","","","","","0","SUBSTR(@ID,18,3)","","","","3L","","","","","","","","0","","BGT.PROJ.ID","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.3.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit3; xResult1 = vUnDescription;, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","TRANS(UN.DESCS,BPJ.UNIT.3,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","UN.DESCRIPTION, BPJ.UNIT.3","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.3.WITH.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit3; xResult1 = ((vBgtProjId).Substring(18, 3) : "" "" : vUnDescription);, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","@ID[18,3]:"" "":TRANS(UN.DESCS,BPJ.UNIT.3,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BGT.PROJ.ID, UN.DESCRIPTION, BPJ.UNIT.3","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.4","","string xResult1; , xResult1 = (vBgtProjId).Substring(18, 4);, return xResult1;","","","","","I","","4","","","L","","","","","","","","","","","","","","","","0","SUBSTR(@ID,18,4)","","","","4L","","","","","","","","0","","BGT.PROJ.ID","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.4.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit4; xResult1 = vUnDescription;, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","TRANS(UN.DESCS,BPJ.UNIT.4,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BPJ.UNIT.4, UN.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.4.WITH.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit4; xResult1 = ((vBgtProjId).Substring(18, 4) : "" "" : vUnDescription);, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","@ID[18,4]:"" "":TRANS(UN.DESCS,BPJ.UNIT.4,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BGT.PROJ.ID, BPJ.UNIT.4, UN.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit; xResult1 = vUnDescription;, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","TRANS(UN.DESCS,BPJ.UNIT,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BPJ.UNIT, UN.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.UNIT.WITH.DESC","","string xResult1; , key xKeyUnDescs for file UnDescs;, xKeyUnDescs = vBpjUnit; xResult1 = ((vBgtProjId).Substring(18, 5) : "" "" : vUnDescription);, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","@ID[18,5]:"" "":TRANS(UN.DESCS,BPJ.UNIT,UN.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BGT.PROJ.ID, BPJ.UNIT, UN.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.VOE","","string xResult1; , xResult1 = (vBgtProjId).Substring(8, 2);, return xResult1;","","","","","I","","2","","","L","","","","","","","","","","","","","","","","0","SUBSTR(@ID,8,2)","","","","2L","","","","","","","","0","","BGT.PROJ.ID","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.VOE.1","","string xResult1; , xResult1 = (vBgtProjId).Substring(8, 1);, return xResult1;","","","","","I","","1","","","L","","","","","","","","","","","","","","","","0","SUBSTR(@ID,8,1)","","","","1L","","","","","","","","0","","BGT.PROJ.ID","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.VOE.1.DESC","","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe1; xResult1 = vSoDescription;, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","TRANS(SO.DESCS,BPJ.VOE.1,SO.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","SO.DESCRIPTION, BPJ.VOE.1","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.VOE.1.WITH.DESC","","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe1; xResult1 = ((vBgtProjId).Substring(8, 1) : "" "" : vSoDescription);, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","@ID[8,1]:"" "":TRANS(SO.DESCS,BPJ.VOE.1,SO.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BGT.PROJ.ID, SO.DESCRIPTION, BPJ.VOE.1","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.VOE.DESC","","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe; xResult1 = vSoDescription;, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","TRANS(SO.DESCS,BPJ.VOE,SO.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BPJ.VOE, SO.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPJ.VOE.WITH.DESC","","string xResult1; , key xKeySoDescs for file SoDescs;, xKeySoDescs = vBpjVoe; xResult1 = ((vBgtProjId).Substring(8, 2) : "" "" : vSoDescription);, return xResult1;","","","","","I","","30","","","L","","","","","","","","","","","","","","","","0","@ID[8,2]:"" "":TRANS(SO.DESCS,BPJ.VOE,SO.DESCRIPTION,'X')","","","","30L","","","","","","","","0","","BGT.PROJ.ID, BPJ.VOE, SO.DESCRIPTION","","","","","","","","","","","","","","","","","","","","BGT.PROJ","","","0","2007-10-11","DATATEL","","","2007-10-11","DATATEL","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPO.ADD.DATE","","","","","","D","D","N","8","","Add Date","R","","","","N","","","N","2","/","","","","","","","37","","","","D2/","8R","","","","","","","","0","","","","","","","Kept but not used by the system.","","","","","","","","","","","","","","","BPO","","","0","1993-08-03","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ADD.OPERATOR","","","","","","","D","N","10","","Add Oper","L","","","","N","","","","","","","","","","","","38","","","","","10L","","","","","","","","15","","","","","","","Kept but not used by the system.","","","","","","","","","","","","","","","BPO","","","0","1993-08-03","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ADDTIME","","","","","","T","D","N","5","","","R","","","","N","","","N","1",":","","","","","","","83","","","","MTH","5R","","","","","","","","5","","","","","","","This data is not currently used by the system.","","","","","","","","","","","","","","","BPO","","","0","2005-01-24","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.FLAG","","","","","","","D","N","8","","(Manual)","L","","*, * If this has been overridden from CORE,, * put (Manual) next to field so users know., *, IF V.BPO.ALT.FLAG NE ""Y"" THEN,    OUTPUT.DATA = """", END ELSE,    OUTPUT.DATA = ""(Manual)"", END","","N","","","","","","","","","","","","61","","","","","8L","","","","","","","","0","","","","","","","If vendor name or address has been overridden and is, therefore different from what is in CORE, this flag is, set to Y. If the name and address are unchanged, the flag, is N.  This flag is used for querying to find discrepancies, in data.","","","","","","","","","","","","","","","BPO","","","0","1993-09-14","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.SHIP.ADDRESS","","","","","","","L","N","30","$UC.WORD","Shipping Address","L","","","100 Park Avenue","N","","","","","","","","","","","","63","","","","","30L","","","","","","","","0","","","","","","","Prints on p.o.","","","","","","","","","","","","","","","BPO","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.SHIP.CITY","","","","","","","D","N","25","V.VAR.CITY = V.BPO.ALT.SHIP.CITY, V.VAR.STATE = V.BPO.ALT.SHIP.STATE, V.VAR.ZIP = V.BPO.ALT.SHIP.ZIP, V.VAR.COUNTY = '', V.VOU.ROUTE.CODE = '', V.VAR.TIME.ZONE = '', V.VAR.COUNTRY = '', VL.VAR.ADDRESS.CHAPTERS = '', $XLAT.VAR.CITY, V.BPO.ALT.SHIP.CITY = V.VAR.CITY, V.BPO.ALT.SHIP.STATE = V.VAR.STATE, V.BPO.ALT.SHIP.ZIP = V.VAR.ZIP, IF NEXT.PROC.FLD = 'VAR.TYPE' THEN,    NEXT.PROC.FLD = '',    PROCESS.END = 1, END ELSE,    NEXT.PROC.FLD = 'BPO.ALT.SHIP.CITY', END","[CSZ]","L","","","Walla Walla","N","","","","","","","","","","","","64","","","","","25L","","","","","","","","0","","","","","","","Prints on p.o.","","","","","","","","","","","","","","","BPO","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.SHIP.EXT","","","","","","","D","N","4","","Ext","L","","","","N","","","","","","","","","","","","75","","","","","4L","","","","","","","","0","","","","","","","Alternate Ship To Phone Extension","","","","","","","","","","","","","","","BPO","","","0","1993-12-23","LAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.SHIP.NAME","","","","","","","D","N","30","$UC.WORD","Shipping Name","L","","","Larry Ehmer","N","","","","","","","","","","","","62","","","","","30L","","","","","","","","0","","","","","","","Prints on p.o.","","","","","","","","","","","","","","","BPO","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.SHIP.PHONE","","","","","","","D","N","20","V.VAR.STATE = V.BPO.ALT.SHIP.STATE, $PHONE","Shipping Phone","L","","","","N","","","","","","","","","","","","74","","","","","20L","","","","","","","","0","","","","","","","Alternate Ship To Phone","","","","","","","","","","","","","","","BPO","","","0","1993-12-23","LAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.SHIP.STATE","","","","","","","D","N","2","$UC, ADD.MODE.ALLOWED = 0, $STATES.LOOKUP.SEC, IF LKUP.RETURN.CODE EQ -1 THEN,    REPROMPT, END","[State]","L","",":CORE.INSERTS I_OUTPUT.XLAT.FILE USING STATES:","WA","N","","","","","","","","","","","","65","","","","","2L","","","","","","","","0","","","","","","","Prints on p.o.","","","","","","","","","","","","","","","BPO","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.ALT.SHIP.ZIP","","","","","","","D","N","10","$UC, $VAR.ZIP","[ZIP]","L","","","99888","N","","","","","","","","","","","","66","","","","","10L","","","","","","","","0","","","","","","","Prints on p.o.","","","","","","","","","","","","","","","BPO","","","0","1992-07-20","CURT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.AP.TYPE","","","","","","","X","N","25","ADD.MODE.ALLOWED = 0, X.SELECT.STMT = 'SELECT AP.TYPES WITH APT.SOURCE = ""R""', $AP.TYPES.LOOKUP.SEC, IF LKUP.RETURN.CODE = -1 THEN,    REPROMPT, END, X.DATE = V.BPO.MAINT.GL.TRAN.DATE, IF NOT(X.DATE) THEN,    X.DATE = V.BPO.DATE, END, CALL S.VAL.AP.TYPES(EDITED.DATA,'R',X.DATE,V.BPO.CURRENCY.CODE,ERROR.OCCURRED,MSG,''), IF ERROR.OCCURRED = 2 THEN,    WARNING.OCCURRED = 1,    ERROR.OCCURRED = '',    GOSUB ERROR.MESSAGE, END, IF NOT(ERROR.OCCURRED) THEN,    IF V.BPO.VENDOR THEN,  CALL S.VAL.AP.TYPE.VEN(V.BPO.VENDOR,EDITED.DATA,WARNING.OCCURRED,MSG),    END, END","AP Type","L","","IF LEN(OUTPUT.DATA) THEN,    CALL S.XLAT.FILE('AP.TYPES','',OUTPUT.DATA), END","","N","","","","","","","","","","","AP.TYPES.ID","1","","","","","25L","","","","","","","","0","","","","","","","This is used to get the AP control account when building, the voucher from the purchase order.","","","AP Type, TYPE","","","","","","","","","","","","BPO","","","0","1989-04-10","SKIP","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.APPROVAL.LEVELS","","","","","","","A","N","3","","","L","","","","N","","","","","","","","BPO.APPR","D","","","77","","","","","3L","","","","","","","","0","","","","","","","Associated level at which the next approval must occur","","","","","","","","","","","","","","","BPO","","","0","1997-05-01","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.AUTHORIZATION.DATES","","","","","","D","A","N","8","","Dates","R","","","","N","","","N","2","/","","","BPO.AUTH","D","","","32","","","","D2/","8R","","","","","","","","0","","","","","","","Displayed but not otherwise used by the system.","","","","","","","","","","","","","","","BPO","","","0","1993-08-21","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.AUTHORIZATION.LEVELS","","","","","","","A","N","3","","","L","","","","N","","","","","","","","BPO.AUTH","D","","","78","","","","","3L","","","","","","","","0","","","","","","","Associated level at which the document was approved","","","","","","","","","","","","","","","BPO","","","0","1997-05-01","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.AUTHORIZATIONS","","","","","","","A","N","20","$UC, $APPROVALS.LOOKUP.SEC, IF LKUP.RETURN.CODE EQ -1 THEN,    REPROMPT, END, V.APPROVALS.ID = EDITED.DATA, GOSUB READ.APPROVALS, IF V.APPRV.PASSWORD NE """" THEN,    SAVE.COL=CRNT.FLD.COL,    SAVE.LINE=CRNT.FLD.LINE,    SAVE.WDTH=CRNT.FLD.WDTH,    CRNT.FLD.COL = 1,    CRNT.FLD.LINE = 23,    CRNT.FLD.WDTH = 77,    INPUT.DATA = '',    OUTPUT.DATA = '',    ACCEPT.FUNCTION.ONLY = 0,    PRMPT.TEXT = 'Enter Password',    FLD.NOECHO = 1,    GOSUB ACCEPT.DATA,    CRNT.FLD.COL=SAVE.COL,    CRNT.FLD.LINE=SAVE.LINE,    CRNT.FLD.WDTH=SAVE.WDTH,    FLD.NOECHO = 0,    X.CRYPT.ACTION = 0,    X.OUTPUT = '',    CALL S.ENC.DEC.FIELD(X.OUTPUT,V.APPRV.PASSWORD,X.CRYPT.ACTION),    INPUT.DATA = OCONV(INPUT.DATA,""MCU""),    IF INPUT.DATA NE X.OUTPUT THEN,       ERROR.OCCURRED = 1,       MSG = 'AP277',    END ELSE,  GOSUB DSPLY.ALL.FIELDS,       X.OPTION = '2',  X.MSG = """",       CALL S.MESSAGES(X.OPTION,X.MSG),    END, END, LOCATE EDITED.DATA IN VL.BPO.NEXT.APPROVAL.IDS<1,1> SETTING POS THEN,    DEL VL.BPO.NEXT.APPROVAL.IDS<1,POS>, END","Approvals","L","","","","N","","","","","","","","BPO.AUTH","K","","","19","","","","","20L","","","","","","","","0","","","","","","","Used to see if the blanket PO is approved.","","","Approvals","","","","","","","","","","","","BPO","","","0","1989-04-10","SKIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.BALANCE","","","","","","N","P","","15","","Diff","R","","CONVAFTER, X.OUTPUT.DATA = V.BPO.ENCUMBERED.AMT - V.BPO.EXPENSED.AMT, IF X.OUTPUT.DATA = 0 THEN X.OUTPUT.DATA = '', IF X.OUTPUT.DATA NE '' AND V.BPO.ENCUMBERED.AMT NE '' THEN,    OUTPUT.DATA = X.OUTPUT.DATA, END","","N","","","Y","2","N","N","","","","","","0","","","","MD2,-","15R","","","","","","","","0","","","","","","","Not kept on any file since it is just the difference, between two existing fields.","","","","","","","","","","","","","","","","","","0","1993-09-08","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"BPO.BUYER","","","","","","","D","N","20","$UC, A.PERSON.ID = '', ADD.MODE.ALLOWED = 0, :CORE.INSERTS I_INPUT.STAFF.LOOKUP.SEC:, IF X.REPROMPT THEN,    REPROMPT, END","Buyer","L","","$DONOR.NAME","","N","","","","","","","","","","","","55","","BPO.BUYER","1","","20L","","","","","","","","0","","","","","","","Used for reporting purposes.  The lookup is PERSON, but, but the display is the buyer name (similar to approvals).","","","BPO_Buyer","","","","","","","","","","","","BPO","","","0","1993-09-13","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.BUYER.NAME","","string xResult1; , xResult1 = SIdescName(vBpoBuyer);, return xResult1;","","","","","I","N","33","","","L","","","","N","","","","","","","","","","","","0","SUBR(""S.IDESC.NAME"",BPO.BUYER)","","","","33L","","","","","","","","0","","BPO.BUYER","","","","","Display buyer name","","","Buyer Name","","","","","","","","","","","","BPO","","","0","1994-02-25","ERJ","","","","","S.IDESC.NAME","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.CHANGE.DATE","","","","","","D","D","N","8","","Change Date","R","","","","N","","","N","2","/","","","","","","","39","","","","D2/","8R","","","","","","","","0","","","","","","","Kept but not used by the system.","","","","","","","","","","","","","","","BPO","","","0","1993-08-03","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.CHANGE.OPERATOR","","","","","","","D","N","10","","Change Oper","L","","","","N","","","","","","","","","","","","40","","","","","10L","","","","","","","","15","","","","","","","Kept but not used by the system.","","","","","","","","","","","","","","","BPO","","","0","1993-08-03","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.CHGTIME","","","","","","T","D","N","5","","","R","","","","N","","","N","1",":","","","","","","","84","","","","MTH","5R","","","","","","","","5","","","","","","","This data is used by processes on APRN that determine, whether a document pending approval has been changed.","","","","","","","","","","","","","","","BPO","","","0","2005-01-24","GTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.COMMENTS","","","","","","","C","N","50","X.TITLE = OCONV(SN.CURRENT.TITLE,'MCU'), X.HEADER = 'BPO Comments', X.HEADER = SPACE(INT((78-LEN(X.HEADER))/2)):X.HEADER, X.MNEMONIC = SN.CURRENT.MNEMONIC, X.INQUIRY = 'N', CALL_SCREEN UTEDIT($LIST,X.TITLE,X.HEADER,X.MNEMONIC,$CDDSIZE,X.INQUIRY)","Comments","L","","","","N","","","","","","","","","","","","35","","","","","50L","","","","","","","","80","","","","","","","Can be used for notes associated with the p.o.  These, do not print on the purchase order form.","","","","","","","","","","","","","","","BPO","","","0","1993-09-06","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.COMMODITY.CODES","","string[] xlResult1; , key xlKeyItems for file Items;, xlKeyItems = vlBpoItemsId; xlResult1 = vlItmCommodityCode;, return xlResult1;","","","","","I","N","15","","","L","","","","N","","","","","","","","","","","","0","TRANS(""ITEMS"",BPO.ITEMS.ID,""ITM.COMMODITY.CODE"",""X"")","","","","15L","","","","","","","","0","","ITM.COMMODITY.CODE, BPO.ITEMS.ID","","","","","This field allows for LookUp by commodity codes from, the BPO file, since commodity codes are, actually stored on the ITEMS file.","","","Commodities","","","","","","","","","","","","BPO","","","0","1994-03-07","SMG","","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.CONTRACT.DATE","","","","","","D","D","N","8","","Contract Date","R","","","9266","N","","","N","2","/","","","","","","","69","","","","D2/","8R","","","","","","","","0","","","","","","","Displayed on printed BPOs if option to print contract, date is selected.","","","","","","","","","","","","","","","BPO","","","0","1993-10-29","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.CURRENCY.CODE","","","","","","","X","N","3","$UC, ADD.MODE.ALLOWED = 0, $CURRENCY.CONV.LOOKUP.SEC, IF LKUP.RETURN.CODE EQ -1 THEN,    REPROMPT, END","Currency","L","","IF LEN(OUTPUT.DATA) THEN,    CALL S.XLAT.FILE('CURRENCY.CONV','',OUTPUT.DATA), END","","N","","","","","","","","","","","CURRENCY.CONV.ID","48","","","","","3L","","","","","","","","0","","","","","","","Key to CURRENCY.CONV file. Used to do currency conversion., Defaults from vendor currency code.","","","","","","","","","","","","","","","BPO","","","0","1993-09-06","SMG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.CURRENT.STATUS","","string xResult1; , xResult1 = ((vlBpoStatus).ToDelimitedString((253).Char())).Substring(1, 1, (253).Char());, return xResult1;","","","","","I","N","1","","","L","","","","N","","","","","","","","","","","","0","FIELD(BPO.STATUS,@VM,1)","","","","1L","","","","","","","","0","","BPO.STATUS","","","","","Most recent BPO Status","","","Status","","","","","","","","","","","","BPO","","","0","1993-11-03","LAR","","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.DATE","","","","","","D","D","N","8","X.DATE = EDITED.DATA, $VAL.DATE","PO Date","R","","","9500","N","","","N","2","/","","","","","","","18","","BPO.DATES","1","D2/","8R","","","","","","","","0","","","","","","","This is used as the posting date to general ledger on, approved purchase order creation.","","","","","","","","","","","","","","","BPO","","","0","1989-04-11","SKIP","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"BPO.DATES.IDX","","","","","","","L","N","10","","","L","","","","N","","","","","","","","","","","","81","","","","","10L","","","","","","","","20","","","","","","","Stores the index values for the index association, BPO.DATES which stores the results of the subroutine, S.INDEX.BPO.DATES","","","","","","","","","","","","","","","BPO","","","0","1999-07-01","JLM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
