"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"EPBT.CUR.BEN.TEXT","","","","C","N","70","Current Benefits Text","","N","","","","","","","","","","","12","","70L","70","Contains text for current benefits information displayed for the, employee on the Benefit Selection form.  Different text can be entered, for each enrollment period benefit type.  This can say anything, desired.  This information will display above the current benefits, portion of the Benefit Selection form.","Current Benefits Text","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:25.133Z"
"EPBT.DEFAULT.ELECTION.ACTION","","","","D","N","30","Default Election Action","","N","","","","","","","","","","","16","","30L","4","This field contains the default election action for this enrollment, period benefit type., , If ""Keep"" is selected, employee's benefits from the previous enrollment, period will be maintained for the current enrollment period if the, employee takes no action via the enrollment forms and the employee is, still elligible for the previously selected benefits., , If ""Drop"" is selected, employee's benefits from the previous enrollment, period will be cancelled for the current enrollment period if the, employee takes no action via the enrollment forms.","Default, Election, Action","ENR.PERIOD.BEN.TYPES","N","$VR.DEFAULT.ELECTION.ACTIONS","2009-04-24","JCR","","","2020-05-27T14:58:21.992Z"
"EPBT.DESC","","","","D","N","30","Description","","N","","","","","","","","","","","1","","30L","30","This field contains the user defined description for the enrollment, period benefit type.  This description is used on setup and web forms.","Description","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:20.773Z"
"EPBT.ENR.PERIOD","string xResult1;, xResult1 = SGetBenTypeEnrPeriod(vEnrPeriodBenTypesId);, return xResult1;","","","I","N","10","","","N","","","","","","","","","","","0","","10L","0","Returns the enrollment period (if one exists) for the enrollment period benefit , type.","Enrollment Period","ENR.PERIOD.BEN.TYPES","N","","2009-06-17","JCRCS","","","2020-05-27T14:58:22.086Z"
"EPBT.ENR.PERIOD.BENEFITS","","","","Q","N","10","Enrollment Period Benefit","","N","","","","","","","","","","ENR.PERIOD.BENEFITS.ID","3","","10L","10","This is the pointer to all of the enrollment period benefits associated, with this enrollment period benefit type.","Enrollment, Period, Benefit","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:20.242Z"
"EPBT.INSTITUTION.TYPES","","","","L","N","30","Institution Types","","N","","","","","","","","","","","17","","30L","4","To record the type of benefit as it is classified by the institution., This is used to group common types of benefits for reporting, such as, medical plans, retirement plans, etc.","Institution Types","ENR.PERIOD.BEN.TYPES","N","$VR.BENDED.TYPES","2009-04-24","JCR","","","2020-05-27T14:58:24.023Z"
"EPBT.INTRO.TEXT","","","","C","N","70","Introductory Text","","N","","","","","","","","","","","11","","70L","70","This field contains text for the introductory information displayed for, the employee on the Benefit Selection form.  Different text can be, entered for each enrollment period benefit type.  This can say anything, desired.  This information will display at the top of the Benefit, Selection form.","Introductory Test","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:21.461Z"
"EPBT.MAX.BENEFITS","","","","D","N","3","Maximum Benefits","","N","","","","","","","","","","","7","","3R","3","This field contains the maximum number of benefits an employee may, enroll in for this enrollment period benefit type.","Maximum, Benefits","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:21.945Z"
"EPBT.MIN.BENEFITS","","","","D","N","3","Minimum Benefits","","N","","","","","","","","","","","6","","3R","3","This field contains the minimum number of benefits that an employee, must elect for this enrollment period benefit type.","Minimum, Benefits","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:24.992Z"
"EPBT.OPT.OUT.COMM.CODE","","","","D","N","8","Opt Out Comm Code","","N","","","","","","","","","","","9","","8L","8","This field contains the communications code to use to communicate with, the employees who chooses to opt out of benefits for a specific, enrollment period benefit type.","Opt Out, Comm Code","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:23.633Z"
"EPBT.OPT.OUT.COMM.STATUS","","","","D","N","10","Opt Out Corr. Status","","N","","","","","","","","","","","10","","10L","1","This field contains the status for the correspondence that will occur, if an employee chooses to opt out of the benefits included in a, specific enrollment period benefit type during Benefit Enrollment.","Opt Out, Corr. Status","ENR.PERIOD.BEN.TYPES","N","$VR.CORR.STATUSES","2009-04-24","JCR","","","2020-05-27T14:58:22.086Z"
"EPBT.OPT.OUT.TEXT","","","","C","N","70","Opt Out Text","","N","","","","","","","","","","","13","","70L","70","Contains text for opt out information displayed for the employee on the, Benefit Selection form.  Different text can be entered for each benefit, type.  This can say anything desired.  This information will display, above the opt out portion of the Benefit Selection form if Allow, Employees to Opt Out is set to Yes.  If Allow Employees to Opt Out is, set to No, do not enter information in this field.","Opt Out Text","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:23.570Z"
"EPBT.RULES","","","","L","N","35","Benefit Type Rules","","N","","","","","","","","","","","5","","35L","8","This multi-valued field contains rules to determine whether or not an, employee is eligible for this enrollment period benefit type., Situations that can be filtered with the use of these rules include a, time frame, for example, an employee may not be eligible for some, benefits until he has been employed for a specified period of time.  If, the employee doesn't pass the rules, he is not eligible for benefits, within this benefit type. The rules are defined against the HRPER file., The rules are evaluated when the employee enters Benefit Enrollment, through WebAdvisor. Detailing on this field will takes you to the RLDE, Rules form.","Benefit Type Rules","ENR.PERIOD.BEN.TYPES","N","RULES","2009-04-24","JCR","","","2020-05-27T14:58:24.117Z"
"EPBT.SELECTION.TEXT","","","","C","N","70","Selection Text","","N","","","","","","","","","","","14","","70L","70","COntains text for benefit selection information displayed for the, employee on the Benefit Selection form.  Different text can be entered, for each benefit type.  This can say anything desired.  This, information will display above the benefit selection portion of the, Benefit Selection form.","Selection Text","ENR.PERIOD.BEN.TYPES","N","","2009-04-24","JCR","","","2020-05-27T14:58:23.898Z"
"ERS.BENDED.CODE","","","","L","","2","ERS Ben/Ded Types","LI","N","","","","","","","","","","","2","","2L","0","Bended Types for export to ERS tape","","ERS.PARMS","","$VR.BENDED.TYPES","1997-06-13","KLINE7","","","2020-05-27T14:58:21.773Z"
"ERS.CHANGE.TAPE.EARN.TYPE","","","","L","","10","Earning Types for Change Tape","A501","N","EARNTYPE.ID","","","","","","","","","","4","","10L","0","","","ERS.PARMS","","EARNTYPE","1997-06-13","KLINE7","","","2020-05-27T14:58:22.570Z"
"ERS.CHANGE.TAPE.STATUS","","","","L","","4","Statuses for Salary Change Tape","ADFT","N","","","","","","","","","","","3","","4L","0","","","ERS.PARMS","","$VR.HR.STATUSES","1997-06-13","KLINE7","","","2020-05-27T14:58:23.133Z"
"ERS.COMP.ADD.DATE","","","","D","","8","","","N","","","","","","","","","","","28","D2/","8R","8","","","ERS.COMP","","","2000-09-22","CPP","","","2020-05-27T14:58:20.258Z"
"ERS.COMP.ADD.OPERATOR","","","","D","","8","","","","","","","","","","","","","","29","","8L","15","","","ERS.COMP","","","2000-09-22","CPP","","","2020-05-27T14:58:21.820Z"
"ERS.COMP.CHANGE.DATE","","","","D","","8","","","N","","","","","","","","","","","30","D2/","8R","8","","","ERS.COMP","","","2000-09-22","CPP","","","2020-05-27T14:58:24.727Z"
"ERS.COMP.CHANGE.OPERATOR","","","","D","","8","","","","","","","","","","","","","","31","","8L","15","","","ERS.COMP","","","2000-09-22","CPP","","","2020-05-27T14:58:20.180Z"
"ERS.COMP.USER1","","","","D","","10","","","","","","","","","","","","","","16","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.789Z"
"ERS.COMP.USER10","","","","D","","10","","","","","","","","","","","","","","25","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:20.117Z"
"ERS.COMP.USER2","","","","D","","10","","","","","","","","","","","","","","17","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.789Z"
"ERS.COMP.USER3","","","","D","","10","","","","","","","","","","","","","","18","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.805Z"
"ERS.COMP.USER4","","","","D","","10","","","","","","","","","","","","","","19","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.805Z"
"ERS.COMP.USER5","","","","D","","10","","","","","","","","","","","","","","20","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.805Z"
"ERS.COMP.USER6","","","","D","","10","","","","","","","","","","","","","","21","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.820Z"
"ERS.COMP.USER7","","","","D","","10","","","","","","","","","","","","","","22","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.820Z"
"ERS.COMP.USER8","","","","D","","10","","","","","","","","","","","","","","23","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.836Z"
"ERS.COMP.USER9","","","","D","","10","","","","","","","","","","","","","","24","","10L","0","","","ERS.COMP","","","1997-08-05","KLINE7","","","2020-05-27T14:58:21.836Z"
"ERS.COVERAGE.BENDED","","","","A","","10","Participant Benefit/Deduction Code","LIFE","N","BENDED.ID","","","","","","ERSBENDEDS","D","","","8","","10L","0","","","ERS.PARMS","","BENDED","1997-06-13","KLINE7","","","2020-05-27T14:58:24.430Z"
"ERS.COVERAGE.CARRIER","","","","A","","5","Participant Benefit Plan","BC","N","","","","","","","ERSBENDEDS","D","","","7","","5L","0","","","ERS.PARMS","","$VR.ERS.CARRIERS","1997-06-13","KLINE7","","","2020-05-27T14:58:21.023Z"
"ERS.COVERAGE.LEVEL","","","","A","","1","Participant Coverage","MO","N","","","","","","","ERSBENDEDS","D","","","6","","1L","0","","","ERS.PARMS","","$VR.ERS.LEVELS","1997-06-13","KLINE7","","","2020-05-27T14:58:19.602Z"
"ERS.COVERAGE.LINE","","","","A","","2","Participant Line","BL","N","","","","","","","ERSBENDEDS","K","","","5","","2L","0","","","ERS.PARMS","","$VR.ERS.LINES","1997-06-13","KLINE7","","","2020-05-27T14:58:22.258Z"
"ERS.EMPLOYEE.NAME","string xResult1; , xResult1 = SAnyNameAddress(vErscEmployeeId, ((string)34), ((string)0), ((string)6), ((string)0), ((string)0), ((string)0), """", """");, return xResult1;","","","I","","30","","","N","","","","","","","","","","","0","","30L","0","","ERS EMPLOYEE NAME","ERS.COMP","","","1999-02-03","AJB","","","2020-05-27T14:58:20.320Z"
"ERS.FLAT.ID","","","","K","","6","","23","N","","","","","","","","","","","0","","6R","10","This is the sequential, system-assigned key for the fil","","ERS.FLAT","","","2007-07-13","AWW","","","2020-05-27T14:58:24.289Z"
"ERS.INSURANCE.AGENCY.NO","","","","D","","4","ERS Agency Number","959","N","","","","","","","","","","","1","","4L","0","","","ERS.PARMS","","","1997-06-13","KLINE7","","","2020-05-27T14:58:23.555Z"
"ERS.PARMS.ID","","","","K","","10","","","","","","","","","","","","","","0","","10L","0","","","ERS.PARMS","","","1997-06-13","KLINE7","","","2020-05-27T14:58:21.445Z"
"ERS.SKIP.BENDED.CODES","","","","A","","4","SKIP Ben/Ded Codes","HE1K","N","","","","","","","ERS.SKIP","D","","","10","","4L","4","The BENDED Code entered here will define the SKIP portion of, the employer contribution amount.  The associated BENDED code will, bring in the standard employer and employee contributions.","SKIP Ben/Ded Codes","ERS.PARMS","","","2000-08-25","CPP","","","2020-05-27T14:58:23.992Z"
"ERS.STD.BENDED.CODES","","","","A","","4","ERS Ben/Ded Codes","HE1","N","","","","","","","ERS.SKIP","K","","","9","","4L","4","The BENDED code entered here will provide standard employee, and employer contribution amounts for the SKIP-eligible, benefit.  The associated BENDED code will bring in the SKIP, portion of the employer contribution.","ERS Ben/Ded Codes","ERS.PARMS","","","2000-08-25","CPP","","","2020-05-27T14:58:23.977Z"
"ERSC.BD.CODE","","","","K","","4","","","N","","","","","","","","","","","0","","4L","4","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:21.711Z"
"ERSC.COLL.EMP.LOCATION","","","","A","","5","","","N","","","","","","","ERSC.COLL","D","","","4","","5L","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:24.836Z"
"ERSC.COLL.EMP.STATUS","","","","A","","4","","","","","","","","","","ERSC.COLL","D","","","3","","4L","0","","","ERS.COMP","","$VR.HR.STATUSES","1997-07-23","KLINE7","","","2020-05-27T14:58:23.633Z"
"ERSC.COLL.EMPLYE.AMT","","","","A","","12","","","","","","","","","","ERSC.COLL","D","","","5","MD2,-","12R","0","","","ERS.COMP","","","1997-07-25","KLINE7","","","2020-05-27T14:58:24.773Z"
"ERSC.COLL.EMPLYR.AMT","","","","A","","12","","","","","","","","","","ERSC.COLL","D","","","6","MD2,-","12R","0","","","ERS.COMP","","","1997-07-25","KLINE7","","","2020-05-27T14:58:23.336Z"
"ERSC.COLL.PAY.CYCLE","","","","A","","4","","","N","","","","","","","ERSC.COLL","D","","","2","","4L","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:22.914Z"
"ERSC.COLL.PERIOD.DATE","","","","A","","8","","01/01/97","N","","","","","","","ERSC.COLL","K","","","1","D2/","8R","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:19.773Z"
"ERSC.COLL.SKIP.AMT","","","","A","","12","","2433","N","","","","","","","ERSC.COLL","D","","","26","MD2,-","12R","0","This field tracks employer contributions for the State Kids, Insurance Program (SKIP) separately from regular, employer contributions.","","ERS.COMP","","","2000-08-25","CPP","","","2020-05-27T14:58:25.305Z"
"ERSC.COMMENT","","","","A","","15","","","","","","","","","","ERSC.COLL","D","","","7","","15L","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:22.633Z"
"ERSC.EMPLOYEE.ID","","","","K","","10","","","","ID, HRPER.ID","","","","","","","","","","0","","10R","10","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:21.055Z"
"ERSC.ERS.EFF.DATE","","","","A","","8","","","","","","","","","","ERSC.TAPE","D","","","13","D2/","8R","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:22.602Z"
"ERSC.ERS.EMPLYE.AMT","","","","A","","12","","","","","","","","","","ERSC.TAPE","D","","","9","MD2,-","12R","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:19.492Z"
"ERSC.ERS.EMPLYR.AMT","","","","A","","12","","","","","","","","","","ERSC.TAPE","D","","","10","MD2,-","12R","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:24.133Z"
"ERSC.ERS.INS.AMT","","","","A","","12","","","N","","","","","","","ERSC.TAPE","D","","","15","MD2,-","12R","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:23.039Z"
"ERSC.ERS.LINE.LEVEL.CAR","","","","A","","10","","","N","","","","","","","ERSC.TAPE","D","","","14","","10L## # #####","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:21.758Z"
"ERSC.ERS.LOAD.DATE","","","","A","","8","","","","","","","","","","ERSC.TAPE","D","","","12","D2/","8R","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:20.555Z"
"ERSC.ERS.PERIOD.DATE","","","","A","","8","","","","","","","","","","ERSC.TAPE","K","","","8","D2/","8R","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:21.742Z"
"ERSC.ERS.RECORD.TYPE","","","","A","","2","","","N","","","","","","","ERSC.TAPE","D","","","11","","2L","0","","","ERS.COMP","","","1997-07-23","KLINE7","","","2020-05-27T14:58:22.695Z"
"ERSC.ERS.SKIP.AMT","","","","A","","12","","2733","N","","","","","","","ERSC.TAPE","D","","","27","MD2,-","12R","0","This field tracks employer contributions for the State Kids, Insurance Program (SKIP) separately from regular, employer contributions.","","ERS.COMP","","","2000-08-25","CPP","","","2020-05-27T14:58:20.742Z"
"ERSC.FIRST.NAME","string xResult1; , key xKeyPerson for file Person;, xKeyPerson = vErscEmployeeId; xResult1 = vFirstName;, return xResult1;","","","I","","25","","","","","","","","","","","","","","0","","25L","0","Person's first name, *, * dle - 3.3.06, * Added T.SQL.SCRIPT for SQL database","First Name","ERS.COMP","","","2005-05-23","DLE","","","2020-05-27T14:58:23.539Z"
"ERSC.LAST.NAME","string xResult1; , key xKeyPerson for file Person;, xKeyPerson = vErscEmployeeId; xResult1 = vLastName;, return xResult1;","","","I","","25","","","","","","","","","","","","","","0","","25L","0","Person's last name, *, * dle - 3.3.06, * Added T.SQL.SCRIPT for SQL database","Last Name","ERS.COMP","","","2005-05-23","DLE","","","2020-05-27T14:58:24.477Z"
"ERSC.LFM.NAME","string xResult1; , xResult1 = (vErscLastName : "", "" : vErscFirstName : "" "" : vErscMiddleName);, return xResult1;","","","I","","30","","","","","","","","","","","","","","0","","30L","0","PERSON Last, First Middle name, *, * dle - 3.3.06, * Added T.SQL.SCRIPT for SQL database, * dle - 4.5.06, * Corrected T.SQL.SCRIPT error","Last, First Middle Name","ERS.COMP","","","2005-05-23","DLE","","","2020-05-27T14:58:22.430Z"
"ERSC.MIDDLE.NAME","string xResult1; , key xKeyPerson for file Person;, xKeyPerson = vErscEmployeeId; xResult1 = vMiddleName;, return xResult1;","","","I","","25","","","","","","","","","","","","","","0","","25L","0","Person's middle name, *, * dle - 3.3.06, * Added T.SQL.SCRIPT for SQL database","Middle Name","ERS.COMP","","","2005-05-23","DLE","","","2020-05-27T14:58:25.195Z"
"ERSC.SSN","string xResult1; , key xKeyHrper for file Hrper;, xKeyHrper = vErscEmployeeId; xResult1 = vHrpSsn;, return xResult1;","","","I","","11","","","","","","","","","","","","","","0","","11L","0","","","ERS.COMP","","","1998-10-14","AJB","","","2020-05-27T14:58:19.523Z"
"ERSF.FIRST.NAME","string xResult1; , key xKeyPerson for file Person;, xKeyPerson = vErsfPersonId; xResult1 = vFirstName;, return xResult1;","","","I","","10","","","","","","","","","","","","","","0","","10L","0","ERS member's first name","First Name","ERS.FLAT","","","2007-07-18","AWW","","","2020-05-27T14:58:23.789Z"
"ERSF.LAST.NAME","string xResult1; , key xKeyPerson for file Person;, xKeyPerson = vErsfPersonId; xResult1 = vLastName;, return xResult1;","","","I","","20","","","","","","","","","","","","","","0","","20L","0","ERS member's last name","Last Name","ERS.FLAT","","","2007-07-18","AWW","","","2020-05-27T14:58:21.492Z"
"ERSF.MIDDLE.NAME","string xResult1; , key xKeyPerson for file Person;, xKeyPerson = vErsfPersonId; xResult1 = vMiddleName;, return xResult1;","","","I","","10","","","","","","","","","","","","","","0","","10L","0","ERS member's middle name","Middle Name","ERS.FLAT","","","2007-07-18","AWW","","","2020-05-27T14:58:21.602Z"
"ERSF.PERSON.ID","","","","D","","10","Person ID","0169746","N","","","","","","","","","","","1","","10R","10","ERS member's Colleague ID","Person ID","ERS.FLAT","","","2007-07-13","AWW","","","2020-05-27T14:58:23.117Z"
"ERSF.RECORD","","","","D","","60","ERS Flat Rec","","N","","","","","","","","","","","2","","60L","359","Unparsed flat file record from ERS.","ERS Flat Rec","ERS.FLAT","","","2007-07-13","AWW","","","2020-05-27T14:58:22.633Z"
"ETCS.TOTAL.TIME.DIFF","","","N","","","8","Total Diff Time","10.00","","","N","2","N","N","","","","","","0","MD2-","8R","0","This display only field shows the total differential time, entered for this employee","Total Diff Time","","","","1996-03-21","DWC","","","2020-05-27T14:58:25.336Z"
"ETCS.TOTAL.TIME.ENTERED","","","N","","","8","Total Entered Time","100.00","","","N","2","N","N","","","","","","0","MD2-","8R","0","This is a display only field, to show total time entered, for the employee in this pay cycle and period.","Total Entered Time","","","","1996-03-21","DWC","","","2020-05-27T14:58:20.117Z"
"ETCS.TOTAL.TIME.SCHED","","","N","","","8","Total Sched. Time","100.00","","","N","2","N","N","","","","","","0","MD2-","8R","0","This display only field is used to show the total, scheduled work time for this employee in this pay cycle, and period end date","Total Sched. Time","","","","1996-03-21","DWC","","","2020-05-27T14:58:22.258Z"
"ETHNIC.DESCRIPTION","string xResult1;, key xKeyEthnics for file Ethnics;, xKeyEthnics = vJbapEthnic; xResult1 = vEthDesc;, return xResult1;","","","I","N","20","","","N","","","","","","","","","","","0","","20L","0","To maintain consistency for CE users of JOB.APPLICANTS, file","","JOBAPPS","N","","1993-05-20","DWC","","","2020-05-27T14:58:22.914Z"
"ETP.ACTIVE.FLAG","","","","D","N","8","Active or Inactive","Active","N","","","","","","","","","","","9","","8L","8","This flag is used to tell wether or not the EARNTYPE, record is active or not. The field is required and should, be defaulted to ""A"".","","EARNTYPE","N","","1992-07-20","DBG","","","2020-05-27T14:58:22.305Z"
"ETP.BOX.CODES.IDS","","","","Q","N","3","Box Codes","A03","N","BOX.CODES.ID","","","","","","","","","BOX.CODES.ID","16","","3L","3","","Box Codes","EARNTYPE","N","BOX.CODES","1997-01-19","DWC","","","2020-05-27T14:58:25.242Z"
"ETP.CATEGORY","","","","D","N","25","Earnings Category","C College Work-Study","N","","","","","","","","","","","2","","25L","25","To record the code of the earnings category to which the, earnings type will be associated.","Category","EARNTYPE","N","$VR.EARNINGS.CATEGORIES","1991-05-22","CONNIE","","","2020-05-27T14:58:21.477Z"
"ETP.CATEGORY.DESC.CC","string xResult;, xResult = SValcodeDesc(""HR"",vEtpCategory,""EARNINGS.CATEGORIES"");, return xResult;","","","I","N","10","","","N","","","","","","","","","","","0","","10L","0","retrieve the description for the ETP.CATEGORY code","","EARNTYPE","N","","2010-03-16","JLM","","","2020-05-27T14:58:25.086Z"
"ETP.CWS.GL.DESC","","","","P","","30","Description","Unrestricted : Main Campus","","","","","","","","","","","","0","","30L","0","To display the name of the GL Account entered in, ETP.CWS.GL.NO","","","","","1992-08-05","DBG","","","2020-05-27T14:58:24.617Z"
"ETP.CWS.GL.NO","","","","A","N","25","GL Account","10-0000-57011-01","N","","","","","","","ETPCWSGL","K","","","4","","25L","30","To record the GL account number to which any College, Work-Study wages will be credited.  The user enters in, the number and the description displays.","GL Account","EARNTYPE","N","","1991-05-22","CONNIE","","","2020-05-27T14:58:24.898Z"
"ETP.CWS.GL.PCNT","","","N","A","N","6","Percent","7000","N","","N","2","N","N","","ETPCWSGL","D","","","5","MD2","6R","6","To record the percentage of wages which will be credited, to the associated CWS GL account number.","Percent","EARNTYPE","N","","1991-05-22","CONNIE","","","2020-05-27T14:58:21.492Z"
"ETP.DEFER.AFTER.LIMIT","","","N","A","N","11","Def/Exempt After Limit","500000","N","","Y","2","N","N","","ETPTAXES","D","","","8","MD2,","11R","11","To record if the wages for this earnings type are tax, deferred/exempt after this YTD limit amount is reached., Any wages under or less than the limit amount will be, taxed.","After, Limit","EARNTYPE","N","","1991-05-22","CONNIE","","","2020-05-27T14:58:23.789Z"
"ETP.DEFER.TAX.CODES","","","","A","N","4","Tax Code","DAYT","N","","","","","","","ETPTAXES","K","","","6","","4L","4","To record a tax code for which the wages earned will, be calculated as tax deferred or tax exempt.","Tax Code","EARNTYPE","N","","1991-05-22","CONNIE","","","2020-05-27T14:58:21.258Z"
"ETP.DEFER.UNTIL.LIMIT","","","N","A","N","11","Def/Exempt Until Limit","53,400.00","N","","Y","2","N","N","","ETPTAXES","D","","","7","MD2,","11R","11","To record if the wages for this earnings type are tax, deferred/exempt until this YTD limit amount is reached., Any wages over the limit amount will be taxed.","Until, Limit","EARNTYPE","N","","1991-05-22","CONNIE","","","2020-05-27T14:58:21.836Z"
"ETP.DESC","","","","D","N","30","Description","College Work-Study","N","","","","","","","","","","","1","","30L","30","To record a descriptive name for the earning type.","Earning Type Description","EARNTYPE","N","","1991-05-22","CONNIE","","","2020-05-27T14:58:20.398Z"
"ETP.DESC.DISPLAY","","","","","","30","Description","City of Dayton Commuter Tax","","","","","","","","","","","","0","","30L","0","To display the deferred tax code description.","","","","TAXCODES","1991-05-31","DLE","","","2020-05-27T14:58:20.523Z"
"ETP.DESC.LKUP","string xResult1; , xResult1 = SDescConvert(vEtpDesc);, return xResult1;","","","I","N","30","","","N","","","","","","","","","","","0","","30L","30","Used in Lookup","LookUp Description","EARNTYPE","N","","2003-03-27","KMF","","","2020-05-27T14:58:20.492Z"
"ETP.EARNING.METHOD","","","","D","N","10","Accrual Type","H","N","","","","","","","","","","","38","","10L","0","This is to allow for accrual in hours for compensatory time earned, and unpaid leave","Accrual Type","EARNTYPE","N","$VR.EARNINGS.VALUE","2004-09-23","JXS","","","2020-05-27T14:58:22.164Z"
"ETP.ID.DISPLAY","","","","","","4","Earnings Type ID","CWS","","","","","","","","","","","","0","","4L","0","To display the EARNTYPE ID.","","","","","1991-05-31","DLE","","","2020-05-27T14:58:22.508Z"
"ETP.INCLUDE.DIFF.IN.FACTOR","","","","D","N","3","","Y","N","","","","","","","","","","","15","","3L","3","Include earnings differential with factor calculation.","","EARNTYPE","N","","1995-11-14","DLE","","","2020-05-27T14:58:19.336Z"
"ETP.LEAVE.TYPE","","","","D","N","25","Leave Type","V","N","","","","","","","","","","","10","","25L","25","","","EARNTYPE","N","$VR.LEAVE.TYPES","1992-08-06","DBG","","","2020-05-27T14:58:24.789Z"
"ETP.MISC.TAX.METHOD","","","","D","N","9","Misc Tax Method","L","N","","","","","","","","","","","37","","9L","9","Used to differentiate lump sum payments and retroactive, pay.","","EARNTYPE","N","","2003-10-13","DLE","","","2020-05-27T14:58:24.289Z"
"ETP.MORE.DETAIL","","","","P","","1","","","","","","","","","","","","","","0","","1L","0","Detail key","","","","","1996-10-29","SAQ","","","2020-05-27T14:58:19.836Z"
"ETP.OT.FACTOR","","","N","D","N","7","Earnings Type Factor","15000","N","","N","4","N","N","","","","","","3","MD4","7R","7","To record the multiplying factor used to calculate, overtime wages paid for this earnings type.","Earnings, Factor","EARNTYPE","N","","1991-05-22","CONNIE","","","2020-05-27T14:58:23.742Z"
"ETP.USER1","","","","D","N","10","User 1","","N","","","","","","","","","","","26","","10L","10","User field 1","User 1","EARNTYPE","N","","2000-01-19","SSS","","","2020-05-27T14:58:22.648Z"
"ETP.USER10","","","","D","N","10","User 10","","N","","","","","","","","","","","35","","10L","10","User field 10","User 10","EARNTYPE","N","","2000-01-19","SSS","","","2020-05-27T14:58:22.570Z"
"ETP.USER2","","","","D","N","10","User 2","","N","","","","","","","","","","","27","","10L","10","User field 2","User 2","EARNTYPE","N","","2000-01-19","SSS","","","2020-05-27T14:58:22.648Z"
"ETP.USER3","","","","D","N","10","User 3","","N","","","","","","","","","","","28","","10L","10","User field 3","User 3","EARNTYPE","N","","2000-01-19","SSS","","","2020-05-27T14:58:22.648Z"
"ETP.USER4","","","","D","N","10","User 4","","N","","","","","","","","","","","29","","10L","10","User field 4","User 4","EARNTYPE","N","","2000-01-19","SSS","","","2020-05-27T14:58:22.664Z"
"ETP.USER5","","","","D","N","10","User 5","","N","","","","","","","","","","","30","","10L","10","User field 5","User 5","EARNTYPE","N","","2000-01-19","SSS","","","2020-05-27T14:58:22.664Z"
