"DATA.ELEMENT","COMPUTED.COLUMN.CODE","CONVERTED.FROM","DATA.TYPE","DATABASE.USAGE.TYPE","DEFAULT.DISPLAY.SECURE","DEFAULT.DISPLAY.SIZE","DEFAULT.INPUT.PROMPT","DEFAULT.SAMPLE.DATA","DEFAULT.ZERO.PAD","DERIVED.SEC.PTR","DT1","DT2","DT3","DT4","DT5","ELEMENT.ASSOC.NAME","ELEMENT.ASSOC.TYPE","ELEMENT.POINTED.FROM","ELEMENT.POINTED.TO","FIELD.PLACEMENT","INFORM.CONVERSION.STRING","INFORM.FORMAT.STRING","MAXIMUM.STORAGE.SIZE","PURPOSE","REPORT.HEADER","SOURCE","TRUNCATION.FLAG","VALIDATION.TABLE","TOOLCDD.ADD.DATE","TOOLCDD.ADD.OPERATOR","TOOLCDD.CHANGE.DATE","TOOLCDD.CHANGE.OPERATOR","DataDatetime"
"DFLTS.CAMPUS.CALENDAR","","","","D","N","35","Default Campus Calendar","","N","CAMPUS.CALENDAR.ID","","","","","","","","","","136","","35L","15","Contains the default CAMPUS.CALENDAR key to use if, a process is booking resources without having specified, a specific Campus Calendar record to use.  The booking, processes will use this for determining the day length, and which E-mail type to send out e-mail messages to.","Default, Campus Calendar","DFLTS","N","CAMPUS.CALENDAR","1996-03-07","STEVEN","","","2020-05-27T14:56:16.806Z"
"DFLTS.CHECK.FOR.MAIL","","","","D","N","3","Check for E-Mail","","N","","","","","","","","","","","134","","3L","1","Set to Y to check for mail on entry into system.","","DFLTS","N","","1995-04-13","STEVEN","","","2020-05-27T14:56:15.634Z"
"DFLTS.CLEARINGHSE.REL.TYPE","","","","D","N","40","Clearinghouse Rel Type","","N","","","","","","","","","","","187","","40L","10","Relation type for a clearinghouse associated with an, organization.","Clearinghouse, Rel Type","DFLTS","N","RELATION.TYPES","2004-10-13","ARC","","","2020-05-27T14:56:18.087Z"
"DFLTS.CLOSE.PLDG.SUB","","","","D","N","18","Close Pledge Processing Subroutine","","N","","","","","","","","","","","107","","18L","18","Special processing to be executed when a Pledge is closed","","DFLTS","N","","1989-04-20","LARRY>NEW.NPD>5","","","2020-05-27T14:56:17.572Z"
"DFLTS.CM.PCDIR.OVERRIDE","","","","D","N","150","Alternate PC directory","C:\Datatel\","N","","","","","","","","","","","196","","150L","150","See DEFAULT.CM.PCDIR.OVERRIDE","","DFLTS","N","","2007-04-23","BFE","","","2020-05-27T14:56:18.587Z"
"DFLTS.CONDOLENCE","","","","D","N","8","Default Condolence","","N","","","","","","","","","","","43","","8L","8","Default Condolence Code","","DFLTS","N","","1987-05-04","LEE>NEW.NPD>8","","","2020-05-27T14:56:17.087Z"
"DFLTS.CONTACT.ADDR.HIERARCHY","","","","D","","40","Org Contact Address Hierarchy","","N","","","","","","","","","","","0","","40L","10","Address hierarchy used to determine which address to, show for the person as the contact., , 12 OCT 2005  ARC  SCR 5198, - with redesign in ORGANIZATION.CONTACTS and RELATIONSHIP, this,   default is not used","Org Contact, Addr, Hierarchy","","","NAME.ADDR.HIERARCHY","2003-10-14","SMG","","","2020-05-27T14:56:17.321Z"
"DFLTS.CORP.CHK.DIGIT","","","","D","N","25","Corporation ID's Check Digit Subroutine","","N","","","","","","","","","","","77","","25L","25","Check Digit SUBROUTINE FOR CORP IDS","","DFLTS","N","","1988-09-23","DBG>NEW.NPD>5","","","2020-05-27T14:56:18.290Z"
"DFLTS.COUNSELOR.ROLE","","","","D","N","35","Counselor Org Contact Role","","N","","","","","","","","","","","177","","35L","5","Used to create a RELATION.ROLE record for a counselor, when the RELATIONSHIP record is created for the, organization contact.  That is, assignment of a high, school or external institution counselor on HSA/DMSU53, or INAT/DMSU45 will create an organization contact, relationship for the counselor; if this role field, has a value, a role related to the relationship is, also created. If this field is null, no, RELATIONSHIP.ROLE record is created.","Counselor, Role","DFLTS","N","ROLES","2003-12-19","SMG","","","2020-05-27T14:56:18.665Z"
"DFLTS.CSZ.CPP.TEXT","","","","D","N","9","City-State-Zip or Equivalent Text String","CSZ","N","","","","","","","","","","","123","","9L","9","Define the screen text to prompt for City-State-Zip, or equivalent.","","DFLTS","N","","1993-07-09","LCG","","","2020-05-27T14:56:15.946Z"
"DFLTS.DATE.FORMAT","","","","","","3","","DMY","","","","","","","","","","","","0","","3L","3","","","","","","1993-07-19","LCG","","","2020-05-27T14:56:15.790Z"
"DFLTS.DAYS.TO.PAST.DUE.PLDG","","","N","D","N","2","# of days AFTER...send 1st reminder","","N","","N","0","Y","N","","","","","","21","MD0","2R","2","Number of days after scheduled due date for grace period","","DFLTS","N","","1986-04-02","RGH>NEW.NPD>6","","","2020-05-27T14:56:15.806Z"
"DFLTS.DAYS.TO.SECOND.NOTICE","","","N","D","N","3","# of days AFTER...2nd reminder","","N","","N","0","Y","N","","","","","","22","MD0","3R","3","Number of days after schd due date before ""30"" days past","","DFLTS","N","","1986-04-02","RGH>NEW.NPD>6","","","2020-05-27T14:56:19.368Z"
"DFLTS.DAYS.TO.THIRD.NOTICE","","","N","D","N","3","# of days AFTER...3rd reminder","","N","","N","0","Y","N","","","","","","23","MD0","3R","3","Days before a pledge is past ""60""","","DFLTS","N","","1986-04-02","RGH>NEW.NPD>6","","","2020-05-27T14:56:16.431Z"
"DFLTS.DECEASED.ADDR.TYPE","","","","D","N","30","","Last Living","N","","","","","","","","","","","193","","30L","3","","","DFLTS","N","$VR.ADREL.TYPES","2005-05-05","LHS","","","2020-05-27T14:56:19.259Z"
"DFLTS.DEMOGRAPHIC.MODE","","","","D","N","15","Demographics Mode","Colleague","N","","","","","","","","","","","50","","15L","15","This option defines if the core demographic screens are, to run in benefactor mode or colleague mode. When Benefaco, mode is active address history, address household move, and pending address changes are activated as options.","","DFLTS","N","$VR.DEMOGRAPHIC.MODES","1992-05-27","HHS","","","2020-05-27T14:56:18.837Z"
"DFLTS.DISABLE.HOUSEHOLDING","","","","D","N","3","","","N","","","","","","","","","","","174","","3L","1","To indicate whether individuals should be householded,, or associated with a single address.","","DFLTS","N","","2003-05-21","SSS","","","2020-05-27T14:56:15.931Z"
"DFLTS.DISPLAY.TYPE","","","","D","N","8","","","N","","","","","","","","","","","15","","8L","8","The screen type to use when a device doesn't have one specd","","DFLTS","N","","1986-03-12","RGH>NEW.NPD>6","","","2020-05-27T14:56:17.493Z"
"DFLTS.DIVISION","","","","D","N","3","Area of Giving (General)","","N","","","","","","","","","","","1","","3L","3","Division (area of giving) to use when none specified","","DFLTS","N","","1986-03-12","RGH>NEW.NPD>6","","","2020-05-27T14:56:18.025Z"
"DFLTS.DMI.SEARCH.ACCTS","","","","L","N","30","Additional DMI Account Registry Names to Search","","N","","","","","","","","","","","157","","30L","30","Contains additional DMI registry names for search","Additional DMI Search Accounts","DFLTS","N","","2001-02-16","STEVEN","","","2020-05-27T14:56:16.275Z"
"DFLTS.DOMAIN.SUBR","","","","D","N","30","LDAP Domain Subroutine","S.CALC.LDAP.DOMAIN","N","","","","","","","","","","","195","","30L","30","This field is used by institutions using LDAP with multiple, domains.  The institution will write a custom envision subroutine, to calculate the LDAP domain of a person, and store the name of that, subroutine here.  When a person is added to the registry, using, either DRUS or DMIU or DMIF, this routine will be called to, determine the domain.","","DFLTS","N","","2007-01-05","KXD","","","2020-05-27T14:56:19.321Z"
"DFLTS.DUPLICATE.DATA","","","","D","N","1","Duplicate data in the new files","","N","","","","","","","","","","","51","","1L","1","If set to yes the data is duplicated in both the new and, the old file structures by the virtual routines","","DFLTS","N","","1992-06-19","HHS","","","2020-05-27T14:56:15.556Z"
"DFLTS.EMAIL.ALL.ALWAYS.COPY","","","","D","N","3","Use Clipboard for Bulk Mail-to Links","Yes","N","","","","","","","","","","","231","","3L","1","Set to Y to force Email All functionality in Colleague Self-Service to always , present the ""Copy to Clipboard"" dialog.","Use Clipboard for Bulk Mail-to Links","DFLTS","N","","","","","","2020-05-27T14:56:16.306Z"
"DFLTS.EMAIL.CALC.SUBR","","","","D","N","45","Email Calc Subr","","N","","","","","","","","","","","230","","45L","45","For WUIP, the email calculation subroutine used by DMB012, for SaaS clients","Email Calc Subr","DFLTS","N","","","","","","2020-05-27T14:56:17.259Z"
"DFLTS.EMAIL.HIERARCHY","","","","D","N","45","Preferred Email Hierarchy","","N","","","","","","","","","","","185","","45L","10","This field is used to automatically determine which email address is, the preferred email address.","Preferred Email Hierarchy","DFLTS","N","NAME.ADDR.HIERARCHY","2004-09-17","TGS","","","2020-05-27T14:56:18.946Z"
"DFLTS.EMAIL.RETURN.ADDRESS","","","","D","N","50","Default Return Email","webmaster@yourinstitution.edu","N","","","","","","","","","","","183","","50L","50","Default return email address for CC e-mails.","Default Return Email","DFLTS","N","","2004-09-17","TGS","","","2020-05-27T14:56:18.900Z"
"DFLTS.EMAIL.TYPE","","","","D","N","25","Processing Email Hierarchy","IT","N","","","","","","","","","","","135","","25L","3","To get the correct email type for CC","Processing Email Hierarchy","DFLTS","N","NAME.ADDR.HIERARCHY","1995-05-03","RCL","","","2020-05-27T14:56:18.212Z"
"DFLTS.EML.SEC.NOTIF.PARA","","","","D","N","15","Email Notification Paragraph","","N","","","","","","","","","","","227","","15L","15","Stores the paragraph ID to use within email security notifications.","Email security paragraph id","DFLTS","N","","","","","","2020-05-27T14:56:15.275Z"
"DFLTS.EMP.REL.TYPE","","","","D","N","40","Employee Relation Type","","N","","","","","","","","","","","178","","40L","10","Relation type for employees.  Used to build a, RELATION and RELATIONSHIP record any time an, EMPLOYMT record is added for someone that's not, self-employed.","Employee, Rel Type","DFLTS","N","RELATION.TYPES","2003-10-10","SMG","","","2020-05-27T14:56:16.478Z"
"DFLTS.EMP.STATUS.REL.TYPES","","","","L","","40","Employment Relation Type","","N","","","","","","","","","","","156","","40L","10","List of relation types used in conjunction with, DFLTS.EMP.STATUSES.  When the status on an EMPLOYMT record is, changed, the DFLTS.EMP.STATUS.REL.TYPES that corresponds to the, DFLTS.EMP.STATUSES entry matching the new status on the EMPLOYMT, record is placed into the RELATIONSHIP record representing the, employment relationship.","Employment, Rel Type","CORE.OBSOLETE.FIELDS","","RELATION.TYPES","2005-01-14","BFE","","","2020-05-27T14:56:16.993Z"
"DFLTS.EMP.STATUSES","","","","L","","20","Employment Status","","N","","","","","","","","","","","155","","20L","2","List of employment statuses used in conjunction with, DFLTS.EMP.REL.STATUS.REL.TYPES.  When the status on an EMPLOYMT, record is changed, the associated value in, DFLTS.EMP.STATUS.REL.TYPES is placed in the RELATIONSHIP record, representing the employment relationship.","Status","CORE.OBSOLETE.FIELDS","","$VR.EMPLOYMT.STATUSES","2005-01-14","BFE","","","2020-05-27T14:56:17.353Z"
"DFLTS.ESTATE.REL.TYPE","","","","D","N","40","Estate Rel Type","EST","N","","","","","","","","","","","192","","40L","10","","Estate, Rel Type","DFLTS","N","RELATION.TYPES","2005-05-05","LHS","","","2020-05-27T14:56:18.384Z"
"DFLTS.EX.SPOUSE.REL.TYPE","","","","D","N","40","Ex-Spouse Relation Type","","N","","","","","","","","","","","179","","40L","10","Relation type to be assigned for an ex-spouse.  Used, when spouse relationships are ended.","Ex-Spouse, Rel Type","DFLTS","N","RELATION.TYPES","2003-10-20","SMG","","","2020-05-27T14:56:19.337Z"
"DFLTS.EXTRA.DNR.FLD","","","","D","N","1","","Y","N","","","","","","","","","","","48","","1L","1","As of 05/06/92, for Yale screens only., Used to load in additional info about the donor.  If ""Y"",, the field is processed on GP screens, as for object codes., Otherwise, the field is skipped.  If a table is defined, for DEFAULT.EXTRA.DNR.TBL, that table is used to verify, the extra donor field.  Otherwise, the field is validated, against the REUNION.CLASS list in the donor's PERSON, record.","","DFLTS","N","","1992-05-06","JLM","","","2020-05-27T14:56:16.415Z"
"DFLTS.EXTRA.DNR.TBL","","","","D","N","25","","$VR.STATUSES","N","","","","","","","","","","","49","","25L","25","","","DFLTS","N","","1992-05-06","JLM","","","2020-05-27T14:56:17.884Z"
"DFLTS.FILE.SUITE.YEAR","","","","D","N","4","Default File Suite Year","","N","","","","","","","","","","","147","","4L","4","Contains the default file suite processing year for, use when rules involving file suites are processed or, when data is extracted from a file suite for Forms, processing or Communications Management.","Default, File Suite Year","DFLTS","N","","1998-05-08","STEVEN","","","2020-05-27T14:56:17.978Z"
"DFLTS.FISCAL.YR.START.MONTH","","","","D","N","2","Month in which fiscal year begins","","N","","","","","","","","","","","19","","2R","2","Month in which fiscal year begins (1-12)","","DFLTS","N","","1986-03-26","NEW.NPD>NEW.NPD>6","","","2020-05-27T14:56:15.415Z"
"DFLTS.FIXED.LEN.CORP","","","","D","N","2","","7","N","","","","","","","","","","","129","","2R","2","The number of characters in a fixed length id number.","","DFLTS","N","","1992-10-14","AAT","","","2020-05-27T14:56:15.681Z"
"DFLTS.FIXED.LEN.PERSON","","","","D","N","2","","7","N","","","","","","","","","","","128","","2R","2","The number of characters in a fixed length id if one is, desired for compatibility.","","DFLTS","N","","1992-10-14","AAT","","","2020-05-27T14:56:18.696Z"
"DFLTS.FIXED.LEN.PIN","","","","D","N","2","Fixed Length for PIN","","N","","","","","","","","","","","145","","2L","2","Contains the fixed length value for PIN","PIN, Length","DFLTS","N","","1997-10-31","STEVEN","","","2020-05-27T14:56:16.165Z"
"DFLTS.FOUNDATION.REL.TYPE","","","","D","N","40","Foundation Relation Type","","N","","","","","","","","","","","186","","40L","10","Relation type for a foundation associated with an, organization. Primarily for use with Colleague Advancement.","Foundation, Rel Type","DFLTS","N","RELATION.TYPES","2004-10-13","ARC","","","2020-05-27T14:56:15.650Z"
"DFLTS.FREE.FORM.FLAG","","","","D","N","3","Convert free form names to IDs","N","N","","","","","","","","","","","55","","3L","3","Used by the Virtual Routines, this flag determines whether, free form names in PEOPLE and PROSPECTS are converted, ""on-th-fly"" (if Y) or ignored (if N).","","DFLTS","N","","1993-03-31","JLM","","","2020-05-27T14:56:19.243Z"
"DFLTS.FTP.LOCATION","","","","D","N","40","","/usr/ucb/ftp","N","","","","","","","","","","","131","","40L","40","","","DFLTS","N","","1995-03-13","RCL","","","2020-05-27T14:56:16.618Z"
"DFLTS.FTP.PATH.ADJUSTMENT","","","","D","N","40","ftp path adjustment","D:/Datatel/","N","","","","","","","","","","","173","","40L","40","To ensure ftp scripts match the ftp directory ""view.""","","DFLTS","N","","2002-10-18","SSS","","","2020-05-27T14:56:16.790Z"
"DFLTS.FUND","","","","D","N","10","Designation (General)","","N","","","","","","","","","","","2","","10L","10","Designation to use when no fund specified","","DFLTS","N","","1986-03-12","RGH>NEW.NPD>6","","","2020-05-27T14:56:15.462Z"
"DFLTS.FUND.FIELD.SIZE","","","N","D","N","2","Number of Digits in Designation Codes","","N","","N","0","Y","N","","","","","","27","MD0","2R","2","Maximum field size for a fund (truncate/zero fill size)","","DFLTS","N","","1986-06-16","RGH>NEW.NPD>11","","","2020-05-27T14:56:18.712Z"
"DFLTS.FUND.PURPOSE","","","","D","N","15","","","N","","","","","","","","","","","115","","15L","15","Fund/Purpose code to which to apply this donation","Purpose","DFLTS","N","","1991-06-07","LCG","","","2020-05-27T14:56:17.572Z"
"DFLTS.FUND.YEAR","","","N","D","N","2","Designation Year","","N","","N","0","Y","N","","","","","","4","MD0","2R","2","Fund year to use when none specified","","DFLTS","N","","1986-03-12","RGH>NEW.NPD>6","","","2020-05-27T14:56:16.775Z"
"DFLTS.GIFT.TYPE","","","","D","N","1","Gift Transaction Type","","N","","","","","","","","","","","85","","1L","1","Type of gift (outright, memorial, etc.) if not specified","","DFLTS","N","$VR.TX.TYPES","1988-10-25","AAF>NEW.NPD>22","","","2020-05-27T14:56:17.134Z"
"DFLTS.GL.ACCOUNT.FIELD.SIZE","","","N","D","N","2","Number of digits in General Ledger codes","","N","","N","0","Y","N","","","","","","41","MD0","2R","2","Size of the GL account field as used in CAMPAIGNS.","","DFLTS","N","","1987-04-13","RGH>NEW.NPD>3","","","2020-05-27T14:56:18.150Z"
"DFLTS.GL.TRANSMIT.FLAG","","","","D","N","10","Do you transmit to General Ledger (Y/N)","","N","","","","","","","","","","","35","","10L","10","If transmittals must be run before transactions purged.","","DFLTS","N","","1987-01-09","HHS>NEW.NPD>9","","","2020-05-27T14:56:16.821Z"
"DFLTS.GROUP.SALUTATION","","","","D","N","30","Default Group Salutation","","N","","","","","","","","","","","25","","30L","30","Greeting to use for a group if not specified.","","DFLTS","N","","1986-09-30","RGH>NEW.NPD>11","","","2020-05-27T14:56:19.243Z"
"DFLTS.HALF.SIB.REL.TYPE","","","","D","N","40","Half Sibling Relation Type","","N","","","","","","","","","","","211","","40L","10","Relation type for use with half-siblings. This field, together, with DFLTS.SIBLING.REL.TYPE defines the set of relation types, managed on SIBD/DMSU17.","Half-sibling, Rel Type","DFLTS","N","RELATION.TYPES","2008-12-18","DMIADMIN","","","2020-05-27T14:56:18.493Z"
"DFLTS.HOST.CORP.ID","","","","D","N","7","Host Corporation ID","135","N","","","","","","","","","","","54","","7L","10","To link the institution to a specific corporation record","Host Corporation ID","DFLTS","N","","1994-03-15","RJH","","","2020-05-27T14:56:16.025Z"
"DFLTS.HOST.EMPLOYER.ID","","","","D","N","11","Host Employer Code","","N","","","","","","","","","","","34","","11L","11","The BENEFACTOR ID for the host institution as employer","","DFLTS","N","","1986-11-26","RGH>NEW.NPD>11","","","2020-05-27T14:56:15.634Z"
"DFLTS.HOST.INSTITUTION.CODE","","","","D","N","10","Host Institution ID","123456","N","","","","","","","","","","","29","","10L","10","Your institution's FICE code.","","DFLTS","N","","1986-08-08","HHS>NEW.NPD>3","","","2020-05-27T14:56:17.275Z"
"DFLTS.IMPORT.EMAIL.TYPE","","","","D","N","3","Email Type","","N","","","","","","","","","","","220","","3L","3","Contains the Email type to use as the default for Email addresses imported into , the PERSON.REVIEW.DATA file.","Email Type","DFLTS","N","$VR.PERSON.EMAIL.TYPES","2011-01-05","CHC","","","2020-05-27T14:56:15.775Z"
"DFLTS.INITIAL.PWD.CALC.OP","","","","D","N","20","","PIN","N","","","","","","","","","","","223","","20L","20","Define the option for calculating the inital password for a new web user. This , field uses the USER.INIT.PWD.CALC.OPS valcode by default.","","DFLTS","N","$VR.USER.INIT.PWD.CALC.OPS","2011-03-17","DAT","","","2020-05-27T14:56:17.040Z"
"DFLTS.INITIAL.PWD.CALC.SBR","","","","D","N","30","","","N","","","","","","","","","","","224","","30L","30","Define the subroutine for calculating the inital password for a new web user. , This subroutine is used if the ""CG - Custom Generated"" option is chosen as the , initial password calculation method.","","DFLTS","N","","2011-03-17","DAT","","","2020-05-27T14:56:18.962Z"
"DFLTS.INSTALLMENT.MAX","","","N","D","N","2","Maximum Membership Installment Notices","","N","","N","0","Y","N","","","","","","110","MD0","2R","2","max number of (MBR) installment notices to send out","","DFLTS","N","","1990-01-18","HHS>NEW.NPD>30","","","2020-05-27T14:56:18.728Z"
"DFLTS.JOINT.NAME.FORMAT","","","","D","N","12","Default Joint Name Format","","N","","","","","","","","","","","197","","12L","2","Contains the default formatting preference for joint names; one line or, stacked., , If One Line is selected, the following conditions must be true for, Colleague to construct a one-line joint mail label or preferred name:,    The relationship must be between spouses,    Both people must have the same last name,    One record holder must have a prefix of ""Mr."" and the other must be, ""Mrs."", , If these conditions are met, then the joint mail label and joint, preferred name will be constructed as follows:,    Mr. and Mrs. [Variable Name] LastName, , Variable Name is determined by the record holder of the ""Mr."" record as, follows:,    *  For mail labels, look at PERSON.MAIL.LABEL first, if null or, manually entered then look at PREFERRED.NAME.  For preferred names,, look at PREFERRED.NAME only.,    *  If null or FI then use the person's first name.,    *  If FM then use the person's full and middle names.,    *  If II then use the person's first and middle initials.,    *  If IM then use the person's middle name.,    *  If both are blank or manually entered, then use first name.","Default Joint Name Format","DFLTS","N","$VR.JOINT.NAME.FORMAT.OPTIONS","2008-03-20","CHC","","","2020-05-27T14:56:18.775Z"
"DFLTS.JT.MAIL.DEFAULT","","","","D","N","3","Default Joint Mail","","N","","","","","","","","","","","214","","3L","1","Provides the default for the Joint Mail flag on JTML.","","DFLTS","N","","2010-04-05","1136317","","","2020-05-27T14:56:15.806Z"
"DFLTS.JT.SOLICIT.DEFAULT","","","","D","N","3","Default Joint Solicitation","","N","","","","","","","","","","","215","","3L","1","Provides the default value for the Joint Solicit flag on JTML.","","DFLTS","N","","2010-04-05","1136317","","","2020-05-27T14:56:16.775Z"
"DFLTS.KERMIT.LOCATION","","","","D","N","40","","/usr/local/bin/kermit","N","","","","","","","","","","","132","","40L","40","","","DFLTS","N","","1995-03-13","RCL","","","2020-05-27T14:56:16.400Z"
"DFLTS.KEY","","","","K","N","1","","","N","","","","","","","","","","","0","","1L","8","Key to record in SYSPARMS holding system defaults","","DFLTS","N","","1986-03-12","RGH>NEW.NPD>6","","","2020-05-27T14:56:16.884Z"
"DFLTS.KEYBOARD.TYPE","","","","D","N","8","","","N","","","","","","","","","","","14","","8L","8","Keyboard type to use if a device doesn't have one specified","","DFLTS","N","","1986-03-12","RGH>NEW.NPD>6","","","2020-05-27T14:56:19.243Z"
"DFLTS.KIN.SOURCE","","","","D","N","10","","","N","","","","","","","","","","","33","","10L","10","Next of kin source default","","DFLTS","N","","1986-11-19","HHS>NEW.NPD>18","","","2020-05-27T14:56:16.853Z"
"DFLTS.LAPSED.YEARS","","","N","D","N","1","","","N","","N","0","Y","N","","","","","","63","MD0","1R","1","How many years before a donor is considered lapsed","","DFLTS","N","","1987-12-23","LINNE>NEW.NPD>4","","","2020-05-27T14:56:17.946Z"
"DFLTS.LAST.AS.OF.DATE","","","D","D","N","8","","","N","","N","2","/","","","","","","","62","D2/","8R","8","To produce a range of dates for updating summary files","","DFLTS","N","","1987-12-18","LINNE>NEW.NPD>12","","","2020-05-27T14:56:19.306Z"
"DFLTS.LATE.SPOUSE.REL.TYPE","","","","D","N","40","Late Spouse Relation Type","","N","","","","","","","","","","","180","","40L","10","Relation type to be assigned for a late spouse.  Used, when a spouse is noted as deceased.","Late Spouse, Rel Type","DFLTS","N","RELATION.TYPES","2003-10-20","SMG","","","2020-05-27T14:56:17.384Z"
"DFLTS.LDAP.CONTEXT.SUBR","","","","D","N","30","LDAP Context Hook","S.CALC.CONTEXT.HOOK","N","","","","","","","","","","","175","","30L","30","This field is used by institutions using LDAP with multiple, directories.  The institution will write a custom envision subroutine, to calculate the LDAP context of a person and store the name of that, subroutine here.  When a person is added to the registry, using, either DRUS or DMIU or DMIF, this routine will be called to, determine the context and possibly retrieve other attributes to, store on the LDAP server.","","DFLTS","N","","2003-08-25","KXD","","","2020-05-27T14:56:16.321Z"
"DFLTS.LDAP.PER.PHONE.DENY","","","","L","N","4","LDAP Per Phone Deny","Personal Phone Types to NOT use for LDAP mobile","N","","","","","","","","","","","217","","4L","4","Personal Phone Types to NOT use in LDAP mobile","LDAP Per, Phone Deny","DFLTS","N","","2010-06-14","ARC","","","2020-05-27T14:56:18.384Z"
"DFLTS.LDAP.PER.PHONE.TYPES","","","","L","N","4","LDAP Personal Phones","Personal Phone Types hierarchy for LDAP","N","","","","","","","","","","","216","","4L","4","Personal Phone Types for LDAP mobile","LDAP, Personal, Phones","DFLTS","N","","2010-06-14","ARC","","","2020-05-27T14:56:18.790Z"
"DFLTS.LETTER.FORMAT","","","","D","N","8","Default Letter Format","","N","","","","","","","","","","","26","","8L","8","Acknowledgement to be used as default for all transactions","","DFLTS","N","","1986-09-30","RGH>NEW.NPD>11","","","2020-05-27T14:56:19.228Z"
"DFLTS.LOAD.MBR.TYPE","","","","D","N","1","Automatically Load Member Types (Y/N)","","N","","","","","","","","","","","31","","1L","1","If ""Y"" then load member type on MBSU01.","","DFLTS","N","","1990-01-11","DBG>NEW.NPD>31","","","2020-05-27T14:56:17.431Z"
"DFLTS.LOGIN.ID.CALC.TYPE","","","","D","N","32","User ID Calculation Type","IL","N","","","","","","","","","","","154","","32L","32","Contains the default Login ID field for use when, building registry entries or when querying into the, registry for a person.","User ID Calculation Type","DFLTS","N","$VR.USER.ID.CALC.TYPES","1999-07-02","STEVEN","","","2020-05-27T14:56:17.181Z"
"DFLTS.LOGIN.ID.DELIMITER","","","","D","N","30","User ID Delimiter","Y","N","","","","","","","","","","","155","","30L","1","Contains a yes or no flag used in determining, whether the login ID prefix should have the name, pieces separated by an underbar delimiter.","User ID Delimiter","DFLTS","N","$VR.USER.ID.DELIMITERS","1999-07-02","STEVEN","","","2020-05-27T14:56:15.478Z"
"DFLTS.LOGIN.ID.MAX.LEN","","","","D","N","2","","24","N","","","","","","","","","","","225","","2L","2","Stores the maximum length of the web user ID.","","DFLTS","N","","2011-03-17","DAT","","","2020-05-27T14:56:17.118Z"
"DFLTS.LOGIN.ID.MIN.LEN","","","","D","N","2","","3","N","","","","","","","","","","","226","","2L","2","Stores the maximum length of the web user ID.","","DFLTS","N","","2011-03-17","DAT","","","2020-05-27T14:56:16.134Z"
"DFLTS.LOGIN.ID.RESOLV.OP","","","","D","N","20","","","N","","","","","","","","","","","221","","20L","5","Stores the method of resolving duplicate generated login IDs.","","DFLTS","N","$VR.USER.ID.RESOLV.OPS","2011-01-11","DAT","","","2020-05-27T14:56:16.056Z"
"DFLTS.LOGIN.ID.RESOLV.SUBR","","","","D","N","20","","","N","","","","","","","","","","","222","","20L","30","Store the subroutine that generates the string used to resolve duplicate , generated login IDs.","","DFLTS","N","","2011-01-11","DAT","","","2020-05-27T14:56:15.603Z"
"DFLTS.LOGIN.ID.SUBR","","","","D","N","30","User ID Subroutine","S.CUSTOM.CALC.LOGIN.ID.TMPLT","N","","","","","","","","","","","166","","30L","30","To specify the custom subroutine that is to be used to, generate the web login ids.","User ID Subroutine","DFLTS","N","","2002-03-08","SSS","","","2020-05-27T14:56:16.868Z"
"DFLTS.LONG.DATE.FORMAT","","","","","","3","","DMY","","","","","","","","","","","","0","","3L","3","","","","","","1993-07-19","LCG","","","2020-05-27T14:56:16.837Z"
"DFLTS.LOOKUP.TYPE","","","","D","N","15","Default Indexing to use for LookUp","S   Soundex Name","N","","","","","","","","","","","112","","15L","15","This options sets the default name accessing of the indexes, to be soundex or partial name. The '/' in lookup will then, activate a index search on the index type that is not set, here as the primary lookup type.","","DFLTS","N","$VR.LOOKUP.TYPES","1991-07-08","STEVEN","","","2020-05-27T14:56:17.462Z"
"DFLTS.LTREQ.NOT","","","","D","N","1","Automatic Notification Generation (Y/N)","","N","","","","","","","","","","","44","","1L","1","Automatic letter request for notification default","","DFLTS","N","","1987-05-18","LEE>NEW.NPD>6","","","2020-05-27T14:56:19.400Z"
"DFLTS.MAIL.LABEL.WIDTH","","","N","D","N","2","Mail Label Name Width","30","N","","N","0","N","N","","","","","","52","MD0","2R","2","Used to limit the length of the mail label name","","DFLTS","N","","1993-12-03","DBG","","","2020-05-27T14:56:17.978Z"
"DFLTS.MATCH.ACK","","","","D","N","25","Acknowledgment for Match","","N","DOCUMENT.ID","","","","","","","","","","99","","25L","15","Acknowledgement to use for a match if none specified.","","DFLTS","N","DOC.CTL","1989-02-07","AAF>NEW.NPD>26","","","2020-05-27T14:56:18.478Z"
"DFLTS.MATCH.CREDIT","","","","D","N","10","Co-Donor Match Credit","","N","","","","","","","","","","","98","","10L","10","Type of credit (hard,soft,all) to use for a matching gift.","","DFLTS","N","$VR.MATCH.CREDIT","1989-02-07","AAF>NEW.NPD>26","","","2020-05-27T14:56:18.900Z"
"DFLTS.MATCH.DESIG.METHOD","","","","D","N","10","Matching Designation Method","","N","","","","","","","","","","","94","","10L","10","Type of designation (unrestricted, restricted) to use for, a matching gift.","","DFLTS","N","$VR.MATCH.ALLOCATIONS","1989-02-07","AAF>NEW.NPD>26","","","2020-05-27T14:56:18.103Z"
